pl_discmethod,pl_pnum,pl_orbper,pl_orbsmaxlim,pl_orbeccen,pl_bmassj,pl_radj,ra,dec,st_dist,st_optmag,st_teff,st_mass,st_rad,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_rvamp,pl_massj,pl_masse,pl_rade,pl_rads,pl_ratdor,pl_ratror,pl_disc,pl_locale,st_glon,st_glat,st_elon,st_elat,st_plx,st_pmra,st_pmdec,st_pm,st_radv,st_sp,st_logg,st_lum,st_age,st_vsini,st_colorn
Transit,2,4.302149,0,,,0.178,296.151402,50.095806,667,14.707,5333,,0.75,1,0,0,0,0,0,7.35E-02,,,,1.99,0.018,,,2014,Space,83.156181,12.622733,321.714637,68.886991,,,,,,,4.62,,,,5
Transit,2,9.825792,0,,,0.23,289.830114,50.586246,1409,14.896,6250,,1.15,1,0,0,0,0,0,6.81E-02,,,,2.58,0.024,,,2014,Space,81.84309,16.481698,311.82687,71.157259,,,,,,,4.4,,,,5
Transit,2,20.684342,0,,,0.306,289.830114,50.586246,1409,14.896,6250,,1.15,1,0,0,0,0,0,1.11E-01,,,,3.43,0.032,,,2014,Space,81.84309,16.481698,311.82687,71.157259,,,,,,,4.4,,,,5
Transit,2,5.687945,0,,,0.184,293.530848,39.315898,1015,14.943,5888,,0.96,1,0,0,0,0,0,6.30E-02,,,,2.06,0.019,,,2014,Space,72.543358,9.288624,307.760829,59.708236,,-1.8,7.2,7.4,,,4.5,,,,5
Transit,2,11.637071,0,,,0.203,293.530848,39.315898,1015,14.943,5888,,0.96,1,0,0,0,0,0,1.02E-01,,,,2.27,0.021,,,2014,Space,72.543358,9.288624,307.760829,59.708236,,-1.8,7.2,7.4,,,4.5,,,,5
Transit,3,10.687576,0,,,0.211,291.951908,43.074715,716,14.338,5788,,0.87,1,0,0,0,0,0,1.29E-01,,,,2.36,0.022,,,2014,Space,75.411076,12.045124,307.966314,63.648937,,,,,,,4.51,,,,5
Transit,3,20.303005,0,,,0.176,291.951908,43.074715,716,14.338,5788,,0.87,1,0,0,0,0,0,1.97E-01,,,,1.97,0.018,,,2014,Space,75.411076,12.045124,307.966314,63.648937,,,,,,,4.51,,,,5
Transit,3,29.022358,0,,,0.222,291.951908,43.074715,716,14.338,5788,,0.87,1,0,0,0,0,0,2.50E-01,,,,2.49,0.023,,,2014,Space,75.411076,12.045124,307.966314,63.648937,,,,,,,4.51,,,,5
Transit,2,1.6329,0,,,0.104,282.468103,43.889915,511,14.458,5208,,0.81,1,0,0,0,0,0,5.09E-02,,,,1.17,0.011,,,2014,Space,73.397988,18.693458,292.816217,66.344432,,,,,,,4.54,,,,5
Transit,2,20.729042,0,,,0.18,282.468103,43.889915,511,14.458,5208,,0.81,1,0,0,0,0,0,2.72E-01,,,,2.02,0.018,,,2014,Space,73.397988,18.693458,292.816217,66.344432,,,,,,,4.54,,,,5
Transit,5,3.8867907,0,,,0.095,298.652714,43.955017,172,14.625,3755,0.54,0.52,1,0,0,0,0,0,1.99E-01,,,,1.07,0.01,,0.02075,2014,Space,78.519883,8.170693,318.676215,62.636177,,,,,,6.1,4.74,-1.26,4,,5
Transit,5,7.267302,0,,,0.112,298.652714,43.955017,172,14.625,3755,0.54,0.52,1,0,0,0,0,0,2.62E-01,,,,1.25,0.011,,0.02424,2014,Space,78.519883,8.170693,318.676215,62.636177,,,,,,6.1,4.74,-1.26,4,,5
Transit,5,13.342996,0,,,0.125,298.652714,43.955017,172,14.625,3755,0.54,0.52,1,0,0,0,0,0,4.54E-01,,,,1.4,0.013,,0.02715,2014,Space,78.519883,8.170693,318.676215,62.636177,,,,,,6.1,4.74,-1.26,4,,5
Transit,5,22.407704,0,,,0.113,298.652714,43.955017,172,14.625,3755,0.54,0.52,1,0,0,0,0,0,6.39E-01,,,,1.27,0.012,,0.02465,2014,Space,78.519883,8.170693,318.676215,62.636177,,,,,,6.1,4.74,-1.26,4,,5
Transit,5,129.9441,0,0.04,,0.104,298.652714,43.955017,172,14.625,3755,0.54,0.52,1,0,0,0,0,0,2.51E+00,,,,1.17,0.011,178,0.0205,2014,Space,78.519883,8.170693,318.676215,62.636177,,,,,,6.1,4.74,-1.26,4,,5
Transit,2,4.938864,0,,,0.126,299.796456,44.089306,867,14.173,6105,,1.29,1,0,0,0,0,0,6.80E-02,,,,1.41,0.013,,,2014,Space,79.057568,7.529827,320.415728,62.411805,,,,,,,4.27,,,,5
Transit,2,10.640263,0,,,0.238,299.796456,44.089306,867,14.173,6105,,1.29,1,0,0,0,0,0,1.14E-01,,,,2.67,0.025,,,2014,Space,79.057568,7.529827,320.415728,62.411805,,,,,,,4.27,,,,5
Transit,2,2.061897,0,,,0.15,281.27971,44.315533,896,14.674,6021,,1.14,1,0,0,0,0,0,3.57E-02,,,,1.68,0.015,,,2014,Space,73.5195,19.640138,290.931654,66.937025,,,,,-8.36,,4.35,,,6.3,5
Transit,2,5.996553,0,,,0.285,281.27971,44.315533,896,14.674,6021,,1.14,1,0,0,0,0,0,7.37E-02,,,,3.19,0.029,,,2014,Space,73.5195,19.640138,290.931654,66.937025,,,,,-8.36,,4.35,,,6.3,5
Transit,2,10.399931,0,,,0.108,287.564731,44.305004,618,14.859,5235,,0.75,1,0,0,0,0,0,1.42E-01,,,,1.21,0.011,,,2014,Space,75.206576,15.441296,301.813852,65.815488,,,,,,,4.62,,,,5
Transit,2,20.134866,0,,,0.212,287.564731,44.305004,618,14.859,5235,,0.75,1,0,0,0,0,0,2.22E-01,,,,2.38,0.022,,,2014,Space,75.206576,15.441296,301.813852,65.815488,,,,,,,4.62,,,,5
Transit,3,9.28716,,0.12,0.02643,,290.420839,37.851786,2119,11.898,5544,0.94,0.86,1,1,0,0,0,0,,,0.02643,8.4,,,,,2011,Space,70.102371,10.797088,302.357598,59.018409,,26.5,-28.9,39.2,,,4.51,,1.9,2,5
Transit Timing Variations,3,28.731,,0.21,0.04122,,290.420839,37.851786,2119,11.898,5544,0.94,0.86,0,1,0,0,0,0,,,0.04122,13.1,,,,,2011,Space,70.102371,10.797088,302.357598,59.018409,,26.5,-28.9,39.2,,,4.51,,1.9,2,5
Radial Velocity,3,62.95,,0.05,0.07079,,290.420839,37.851786,2119,11.898,5544,0.94,0.86,0,1,0,0,0,0,,,0.07079,22.5,,,,,2017,Ground,70.102371,10.797088,302.357598,59.018409,,26.5,-28.9,39.2,,,4.51,,1.9,2,5
Transit,2,2.019999,0,,,0.139,288.584039,44.733799,455,14.137,5106,,0.8,1,0,0,0,0,0,6.59E-02,,,,1.56,0.014,,,2014,Space,75.912612,14.943492,303.828804,66.004455,,,,,,,4.56,,,,5
Transit,2,3.763024,0,,,0.13,288.584039,44.733799,455,14.137,5106,,0.8,1,0,0,0,0,0,9.89E-02,,,,1.46,0.013,,,2014,Space,75.912612,14.943492,303.828804,66.004455,,,,,,,4.56,,,,5
Transit,3,9.939632,0,,,0.12,291.183386,45.323177,626,14.808,5282,,0.79,1,0,0,0,0,0,1.39E-01,,,,1.34,0.012,,,2014,Space,77.247262,13.512294,308.566948,65.949746,,,,,,,4.59,,,,5
Transit,3,17.738506,0,,,0.166,291.183386,45.323177,626,14.808,5282,,0.79,1,0,0,0,0,0,2.04E-01,,,,1.86,0.017,,,2014,Space,77.247262,13.512294,308.566948,65.949746,,,,,,,4.59,,,,5
Transit,3,5.94504102,,,,0.203,291.183386,45.323177,626,14.808,5282,,0.79,1,0,0,0,0,0,,,,,2.28,0.021,,0.02629,2016,Space,77.247262,13.512294,308.566948,65.949746,,,,,,,4.59,,,,5
Transit,3,9.926746,0,,,0.244,287.917924,45.592876,616,14.129,5479,,1.01,1,0,0,0,0,0,1.46E-01,,,,2.74,0.025,,,2014,Space,76.538719,15.714193,303.382814,66.967229,,,,,,,4.43,,,,5
Transit,3,21.2234,0,,,0.249,287.917924,45.592876,616,14.129,5479,,1.01,1,0,0,0,0,0,2.43E-01,,,,2.79,0.026,,,2014,Space,76.538719,15.714193,303.382814,66.967229,,,,,,,4.43,,,,5
Transit,3,6.47027579,,,,0.091,287.917924,45.592876,616,14.129,5479,,1.01,1,0,0,0,0,0,,,,,1.02,0.009,,0.00999,2016,Space,76.538719,15.714193,303.382814,66.967229,,,,,,,4.43,,,,5
Transit,2,11.38848,0,,,0.213,296.498596,46.577244,1196,14.615,6335,,1.15,1,0,0,0,0,0,8.86E-02,,,,2.39,0.022,,,2014,Space,80.090006,10.773542,318.067114,65.653218,,,,,,,4.4,,,,5
Transit,2,50.697494,0,,,0.245,296.498596,46.577244,1196,14.615,6335,,1.15,1,0,0,0,0,0,2.39E-01,,,,2.75,0.025,,,2014,Space,80.090006,10.773542,318.067114,65.653218,,,,,,,4.4,,,,5
Transit,3,2.092281,0,,,0.135,291.971445,47.864174,1218,14.915,6089,,1.02,1,0,0,0,0,0,2.63E-02,,,,1.51,0.014,,,2014,Space,79.853703,14.098073,312.30065,68.10171,,,,,,,4.42,,,,5
Transit,3,17.308032,0,,,0.231,291.971445,47.864174,1218,14.915,6089,,1.02,1,0,0,0,0,0,1.08E-01,,,,2.59,0.024,,,2014,Space,79.853703,14.098073,312.30065,68.10171,,,,,,,4.42,,,,5
Transit,3,52.814973,0,,,0.214,291.971445,47.864174,1218,14.915,6089,,1.02,1,0,0,0,0,0,2.26E-01,,,,2.4,0.022,,,2014,Space,79.853703,14.098073,312.30065,68.10171,,,,,,,4.42,,,,5
Transit,2,8.307872,0,,,0.181,288.120962,47.966667,649,14.813,5329,,0.78,1,0,0,0,0,0,1.19E-01,,,,2.03,0.019,,,2014,Space,78.874168,16.501529,305.833347,69.162297,,,,,,,4.6,,,,5
Transit,2,34.096863,0,,,0.138,288.120962,47.966667,649,14.813,5329,,0.78,1,0,0,0,0,0,3.03E-01,,,,1.55,0.014,,,2014,Space,78.874168,16.501529,305.833347,69.162297,,,,,,,4.6,,,,5
Transit,2,20.739886,0,,,0.17,284.968519,42.079205,452,14.157,5128,,0.78,1,0,0,0,0,0,3.05E-01,,,,1.9,0.017,,,2014,Space,72.31501,16.336176,296.101679,64.168197,,,,,,,4.57,,,,5
Transit,2,47.427737,0,,,0.2,284.968519,42.079205,452,14.157,5128,,0.78,1,0,0,0,0,0,5.31E-01,,,,2.24,0.021,,,2014,Space,72.31501,16.336176,296.101679,64.168197,,,,,,,4.57,,,,5
Transit,4,5.599308,0,,,0.091,295.226435,50.559006,341,11.811,6004,,1.12,1,0,0,0,0,0,1.76E-01,,,,1.02,0.009,,,2014,Space,83.303885,13.359289,320.894692,69.578894,,4.2,54.3,54.5,,,4.3,,,,5
Transit,4,10.349695,0,,,0.11,295.226435,50.559006,341,11.811,6004,,1.12,1,0,0,0,0,0,2.64E-01,,,,1.23,0.011,,,2014,Space,83.303885,13.359289,320.894692,69.578894,,4.2,54.3,54.5,,,4.3,,,,5
Transit,4,15.677563,0,,,0.109,295.226435,50.559006,341,11.811,6004,,1.12,1,0,0,0,0,0,3.49E-01,,,,1.22,0.011,,,2014,Space,83.303885,13.359289,320.894692,69.578894,,4.2,54.3,54.5,,,4.3,,,,5
Transit,4,25.209715,0,,,0.081,295.226435,50.559006,341,11.811,6004,,1.12,1,0,0,0,0,0,4.81E-01,,,,0.91,0.008,,,2014,Space,83.303885,13.359289,320.894692,69.578894,,4.2,54.3,54.5,,,4.3,,,,5
Transit,3,17.790037,0,,,0.252,290.67313,38.691011,512,13.597,5574,,0.94,1,0,0,0,0,0,2.56E-01,,,,2.82,0.026,,,2014,Space,70.958646,10.988152,303.18384,59.771139,,-5.3,2.3,5.8,,,4.47,,,,5
Transit,3,49.567416,0,,,0.22,290.67313,38.691011,512,13.597,5574,,0.94,1,0,0,0,0,0,5.06E-01,,,,2.47,0.023,,,2014,Space,70.958646,10.988152,303.18384,59.771139,,-5.3,2.3,5.8,,,4.47,,,,5
Transit,3,1.31184443,,,,0.136,290.67313,38.691011,512,13.597,5574,,0.94,1,0,0,0,0,0,,,,,1.53,0.014,,0.01478,2016,Space,70.958646,10.988152,303.18384,59.771139,,-5.3,2.3,5.8,,,4.47,,,,5
Transit,2,23.637604,0,,,0.277,295.559419,40.236271,493,13.595,5644,,0.97,1,0,0,0,0,0,3.21E-01,,,,3.11,0.029,,,2014,Space,74.108404,8.347483,311.299398,60.063715,,,,,,,4.44,,,,5
Transit,2,67.093408,0,,,0.29,295.559419,40.236271,493,13.595,5644,,0.97,1,0,0,0,0,0,6.41E-01,,,,3.25,0.03,,,2014,Space,74.108404,8.347483,311.299398,60.063715,,,,,,,4.44,,,,5
Transit,6,3.69611525,0,0.03,0.03052,0.167,287.698004,42.338726,290,12.51,5495,0.95,0.96,1,1,0,0,0,0,1.60E-01,4.2,0.03052,9.7,1.868,0.017,10.34,0.01774,2011,Space,73.37702,14.573594,300.718468,63.902539,,,,,-20.93,,4.45,,7.6,2,5
Transit,6,10.85409089,0,0.16,0.04012,0.272,287.698004,42.338726,290,12.51,5495,0.95,0.96,1,1,0,0,0,0,3.27E-01,3.84,0.04012,12.75,3.047,0.028,21.17,0.02895,2011,Space,73.37702,14.573594,300.718468,63.902539,,,,,-20.93,,4.45,,7.6,2,5
Transit,6,77.61130017,0,,0.03168,0.245,287.698004,42.338726,290,12.51,5495,0.95,0.96,1,1,0,0,0,0,1.21E+00,1.57,0.03168,10.07,2.744,0.025,78.23,0.02607,2011,Space,73.37702,14.573594,300.718468,63.902539,,,,,-20.93,,4.45,,7.6,2,5
Transit,6,6.09852281,0,,,0.077,287.698004,42.338726,290,12.51,5495,0.95,0.96,1,1,0,0,0,0,2.20E-01,,,,0.865,0.008,14.26,0.00822,2011,Space,73.37702,14.573594,300.718468,63.902539,,,,,-20.93,,4.45,,7.6,2,5
Transit,6,19.57758478,0,,,0.089,287.698004,42.338726,290,12.51,5495,0.95,0.96,1,1,0,0,0,0,4.81E-01,,,,1.003,0.009,31.15,0.00952,2011,Space,73.37702,14.573594,300.718468,63.902539,,,,,-20.93,,4.45,,7.6,2,5
Radial Velocity,6,34.94,0,0.15,0.0628,,287.698004,42.338726,290,12.51,5495,0.95,0.96,0,1,0,0,0,0,7.09E-01,4.1,,,,,,,2016,Ground,73.37702,14.573594,300.718468,63.902539,,,,,-20.93,,4.45,,7.6,2,5
Transit,2,8.594805,0,,,0.19,284.40992,41.237465,658,13.984,5678,,0.94,1,0,0,0,0,0,1.22E-01,,,,2.13,0.019,,,2014,Space,71.338626,16.407646,294.745277,63.444118,,7.1,8.4,11,,,4.45,,,,5
Transit,2,10.222157,0,,,0.142,284.40992,41.237465,658,13.984,5678,,0.94,1,0,0,0,0,0,1.37E-01,,,,1.59,0.015,,,2014,Space,71.338626,16.407646,294.745277,63.444118,,7.1,8.4,11,,,4.45,,,,5
Transit,2,25.672083,0,,,0.219,293.62604,41.272827,613,13.004,6065,,1.23,1,0,0,0,0,0,2.85E-01,,,,2.46,0.023,,,2014,Space,74.338725,10.127209,309.195964,61.535703,,,,,,,4.29,,,,5
Transit,2,151.884058,0,,,0.254,293.62604,41.272827,613,13.004,6065,,1.23,1,0,0,0,0,0,9.35E-01,,,,2.85,0.026,,,2014,Space,74.338725,10.127209,309.195964,61.535703,,,,,,,4.29,,,,5
Transit,2,4.069427,0,,,0.145,282.973419,41.322006,302,13.872,4668,,0.67,1,0,0,0,0,0,1.49E-01,,,,1.63,0.015,,,2014,Space,71.006594,17.442828,292.412579,63.755323,,,,,,,4.65,,,,5
Transit,2,16.282493,0,,,0.165,282.973419,41.322006,302,13.872,4668,,0.67,1,0,0,0,0,0,3.74E-01,,,,1.85,0.017,,,2014,Space,71.006594,17.442828,292.412579,63.755323,,,,,,,4.65,,,,5
Transit,3,3.162697,0,,,0.229,297.089977,41.388039,697,13.989,5821,,1.11,1,0,0,0,0,0,6.17E-02,,,,2.57,0.024,,,2014,Space,75.693551,7.893848,314.322558,60.725831,,-8.1,8.5,11.7,,,4.36,,,,5
Transit,3,5.370647,0,,,0.22,297.089977,41.388039,697,13.989,5821,,1.11,1,0,0,0,0,0,8.75E-02,,,,2.47,0.023,,,2014,Space,75.693551,7.893848,314.322558,60.725831,,-8.1,8.5,11.7,,,4.36,,,,5
Transit,3,11.32972,0,,,0.128,297.089977,41.388039,697,13.989,5821,,1.11,1,0,0,0,0,0,1.43E-01,,,,1.44,0.013,,,2014,Space,75.693551,7.893848,314.322558,60.725831,,-8.1,8.5,11.7,,,4.36,,,,5
Transit,2,14.400974,0,,,0.226,285.347187,41.761925,769,13.909,5812,,1.24,1,0,0,0,0,0,1.52E-01,,,,2.53,0.023,,,2014,Space,72.120103,15.955386,296.554174,63.79316,,,,,,,4.27,,,,5
Transit,2,25.660593,0,,,0.16,285.347187,41.761925,769,13.909,5812,,1.24,1,0,0,0,0,0,2.25E-01,,,,1.79,0.016,,,2014,Space,72.120103,15.955386,296.554174,63.79316,,,,,,,4.27,,,,5
Transit,2,2.75564,0,,,0.135,285.287111,41.861172,150,13.506,4321,,0.55,1,0,0,0,0,0,2.13E-01,,,,1.51,0.014,,,2014,Space,72.1979,16.03452,296.509194,63.90022,,,,,,6.1,4.74,,,,5
Transit,2,20.306546,0,,,0.146,285.287111,41.861172,150,13.506,4321,,0.55,1,0,0,0,0,0,8.13E-01,,,,1.64,0.015,,,2014,Space,72.1979,16.03452,296.509194,63.90022,,,,,,6.1,4.74,,,,5
Transit,3,7.781987,0,,,0.107,291.634678,41.833866,617,13.484,5764,,1.19,1,0,0,0,0,0,1.26E-01,,,,1.2,0.011,,,2014,Space,74.166844,11.710517,306.581569,62.552507,,,,,,,4.31,,,,5
Transit,3,13.137471,0,,,0.158,291.634678,41.833866,617,13.484,5764,,1.19,1,0,0,0,0,0,1.80E-01,,,,1.77,0.016,,,2014,Space,74.166844,11.710517,306.581569,62.552507,,,,,,,4.31,,,,5
Transit,3,23.44281,0,,,0.106,291.634678,41.833866,617,13.484,5764,,1.19,1,0,0,0,0,0,2.64E-01,,,,1.19,0.011,,,2014,Space,74.166844,11.710517,306.581569,62.552507,,,,,,,4.31,,,,5
Transit,3,1.611865,0,,,0.14,290.030517,42.16605,760,13.182,5920,,1.59,1,0,0,0,0,0,3.82E-02,,,,1.57,0.014,,,2014,Space,73.947193,12.929289,304.320494,63.238399,,,,,,,4.13,,,,5
Transit,3,3.071571,0,,,0.134,290.030517,42.16605,760,13.182,5920,,1.59,1,0,0,0,0,0,5.79E-02,,,,1.5,0.014,,,2014,Space,73.947193,12.929289,304.320494,63.238399,,,,,,,4.13,,,,5
Transit,3,5.868075,0,,,0.295,290.030517,42.16605,760,13.182,5920,,1.59,1,0,0,0,0,0,8.95E-02,,,,3.31,0.03,,,2014,Space,73.947193,12.929289,304.320494,63.238399,,,,,,,4.13,,,,5
Transit,4,4.22864,0,,,0.145,293.890206,42.528008,856,13.749,6092,,1.31,1,0,0,0,0,0,6.31E-02,,,,1.63,0.015,,,2014,Space,75.563879,10.528938,310.509264,62.647651,,,,,,,4.26,,,,5
Transit,4,7.466623,0,,,0.124,293.890206,42.528008,856,13.749,6092,,1.31,1,0,0,0,0,0,9.23E-02,,,,1.39,0.013,,,2014,Space,75.563879,10.528938,310.509264,62.647651,,,,,,,4.26,,,,5
Transit,4,11.131786,0,,,0.107,293.890206,42.528008,856,13.749,6092,,1.31,1,0,0,0,0,0,1.20E-01,,,,1.2,0.011,,,2014,Space,75.563879,10.528938,310.509264,62.647651,,,,,,,4.26,,,,5
Transit,4,16.259458,0,,,0.132,293.890206,42.528008,856,13.749,6092,,1.31,1,0,0,0,0,0,1.54E-01,,,,1.48,0.014,,,2014,Space,75.563879,10.528938,310.509264,62.647651,,,,,,,4.26,,,,5
Transit,2,16.087845,0,,,0.202,291.169537,42.640812,584,13.998,5513,,0.94,1,0,0,0,0,0,2.09E-01,,,,2.26,0.021,,,2014,Space,74.755831,12.372292,306.431013,63.427193,,,,,,,4.47,,,,5
Transit,2,41.749882,0,,,0.277,291.169537,42.640812,584,13.998,5513,,0.94,1,0,0,0,0,0,3.96E-01,,,,3.1,0.028,,,2014,Space,74.755831,12.372292,306.431013,63.427193,,,,,,,4.47,,,,5
Transit,1,2.78578,0,0.02,0.01598,0.146,287.361816,38.714016,113,8.25,6305,1.41,1.9,1,1,0,0,0,0,3.78E-01,1.99,0.01598,5.08,1.639,0.015,4.929,0.00788,2012,Space,69.856227,13.336874,298.186326,60.465573,8.86,27.7,30.5,41.2,-19.1,3.6,4.03,0.715,3.03,8.4,7
Transit,2,2.453234,0,,,0.262,292.503389,43.083149,242,13.822,4559,,0.65,1,0,0,0,0,0,1.32E-01,,,,2.94,0.027,,,2014,Space,75.600506,11.68741,308.824814,63.520628,,,,,,6,4.66,,,,5
Transit,2,7.972513,0,,,0.323,292.503389,43.083149,242,13.822,4559,,0.65,1,0,0,0,0,0,2.89E-01,,,,3.62,0.033,,,2014,Space,75.600506,11.68741,308.824814,63.520628,,,,,,6,4.66,,,,5
Transit,2,4.138575,0,,,0.112,285.439151,43.168484,322,13.283,5123,,0.82,1,0,0,0,0,0,1.49E-01,,,,1.26,0.012,,,2014,Space,73.502829,16.42414,297.506723,65.14021,,,,,,,4.55,,,,5
Transit,2,6.04045,0,,,0.115,285.439151,43.168484,322,13.283,5123,,0.82,1,0,0,0,0,0,1.93E-01,,,,1.29,0.012,,,2014,Space,73.502829,16.42414,297.506723,65.14021,,,,,,,4.55,,,,5
Transit,2,16.257582,0,,,0.097,287.620834,43.141678,597,13.178,5852,,1.46,1,0,0,0,0,0,2.23E-01,,,,1.09,0.01,,,2014,Space,74.115203,14.945616,301.108122,64.689551,,,,,,,4.18,,,,5
Transit,2,31.805174,0,,,0.244,287.620834,43.141678,597,13.178,5852,,1.46,1,0,0,0,0,0,3.47E-01,,,,2.74,0.025,,,2014,Space,74.115203,14.945616,301.108122,64.689551,,,,,,,4.18,,,,5
Transit,2,2.46236,0,,,0.145,290.824182,44.647186,578,13.648,5696,,1.2,1,0,0,0,0,0,6.23E-02,,,,1.62,0.015,,,2014,Space,76.506869,13.456312,307.420026,65.403506,,,,,,,4.31,,,,5
Transit,2,4.822962,0,,,0.209,290.824182,44.647186,578,13.648,5696,,1.2,1,0,0,0,0,0,9.86E-02,,,,2.34,0.021,,,2014,Space,76.506869,13.456312,307.420026,65.403506,,,,,,,4.31,,,,5
Transit,2,15.660544,0,,,0.233,284.754851,44.956032,804,13.949,6169,,1.35,1,0,0,0,0,0,1.62E-01,,,,2.61,0.024,,,2014,Space,75.051747,17.538882,297.460848,66.994045,,,,,,,4.25,,,,5
Transit,2,28.7798,0,,,0.19,284.754851,44.956032,804,13.949,6169,,1.35,1,0,0,0,0,0,2.41E-01,,,,2.13,0.019,,,2014,Space,75.051747,17.538882,297.460848,66.994045,,,,,,,4.25,,,,5
Transit,4,9.360672,0,,,0.145,294.973509,45.213688,467,13.58,5739,,1.03,1,0,0,0,0,0,1.80E-01,,,,1.62,0.015,,,2014,Space,78.356824,11.072873,314.412667,64.849304,,,,,,,4.36,,,,5
Transit,4,14.667108,0,,,0.158,294.973509,45.213688,467,13.58,5739,,1.03,1,0,0,0,0,0,2.42E-01,,,,1.77,0.016,,,2014,Space,78.356824,11.072873,314.412667,64.849304,,,,,,,4.36,,,,5
Transit,4,30.864423,0,,,0.213,294.973509,45.213688,467,13.58,5739,,1.03,1,0,0,0,0,0,3.96E-01,,,,2.39,0.022,,,2014,Space,78.356824,11.072873,314.412667,64.849304,,,,,,,4.36,,,,5
Transit,4,68.16101,0,,,0.156,294.973509,45.213688,467,13.58,5739,,1.03,1,0,0,0,0,0,6.72E-01,,,,1.75,0.016,,,2014,Space,78.356824,11.072873,314.412667,64.849304,,,,,,,4.36,,,,5
Transit,2,7.693641,0,,,0.21,293.728072,46.129154,913,13.998,6091,,1.26,1,0,0,0,0,0,8.65E-02,,,,2.35,0.022,,,2014,Space,78.785122,12.264282,313.357806,66.033902,,,,,,,4.28,,,,5
Transit,2,17.406669,0,,,0.271,293.728072,46.129154,913,13.998,6091,,1.26,1,0,0,0,0,0,1.49E-01,,,,3.04,0.028,,,2014,Space,78.785122,12.264282,313.357806,66.033902,,,,,,,4.28,,,,5
Transit,3,5.374943,0,,,0.199,293.037744,46.277508,1066,13.294,6171,,1.8,1,0,0,0,0,0,6.10E-02,,,,2.23,0.021,,,2014,Space,78.704307,12.758299,312.412107,66.35731,,,,,,,4.03,,,,5
Transit,3,8.586004,0,,,0.165,293.037744,46.277508,1066,13.294,6171,,1.8,1,0,0,0,0,0,8.35E-02,,,,1.85,0.017,,,2014,Space,78.704307,12.758299,312.412107,66.35731,,,,,,,4.03,,,,5
Transit,3,3.88689525,,,,0.118,293.037744,46.277508,1066,13.294,6171,,1.8,1,0,0,0,0,0,,,,,1.32,0.012,,0.00724,2016,Space,78.704307,12.758299,312.412107,66.35731,,,,,,,4.03,,,,5
Transit,3,3.619337,0,,,0.132,295.412811,46.266472,636,13.967,5502,,1.06,1,0,0,0,0,0,7.23E-02,,,,1.48,0.014,,,2014,Space,79.452675,11.28878,316.101706,65.687859,,,,,,,4.39,,,,5
Transit,3,44.699576,0,,,0.28,295.412811,46.266472,636,13.967,5502,,1.06,1,0,0,0,0,0,3.90E-01,,,,3.14,0.029,,,2014,Space,79.452675,11.28878,316.101706,65.687859,,,,,,,4.39,,,,5
Transit,3,124.5244647,,,,0.237,295.412811,46.266472,636,13.967,5502,,1.06,1,0,0,0,0,0,,,,,2.66,0.024,,0.02421,2016,Space,79.452675,11.28878,316.101706,65.687859,,,,,,,4.39,,,,5
Transit,3,4.585512,0,,,0.263,288.73898,46.762558,946,13.764,5786,,1.49,1,0,0,0,0,0,6.02E-02,,,,2.95,0.027,,,2014,Space,77.887811,15.649007,305.776913,67.88768,,,,,,,4.16,,,,5
Transit,3,22.714613,0,,,0.319,288.73898,46.762558,946,13.764,5786,,1.49,1,0,0,0,0,0,1.74E-01,,,,3.58,0.033,,,2014,Space,77.887811,15.649007,305.776913,67.88768,,,,,,,4.16,,,,5
Transit,3,47.903645,0,,,0.251,288.73898,46.762558,946,13.764,5786,,1.49,1,0,0,0,0,0,2.87E-01,,,,2.81,0.026,,,2014,Space,77.887811,15.649007,305.776913,67.88768,,,,,,,4.16,,,,5
Transit,1,289.8623,0,0,0.113,0.212,289.217484,47.884464,190,11.664,5518,0.97,0.98,1,1,0,0,0,0,4.47E+00,,0.113,36,2.38,0.022,186.4,0.0222,2011,Space,79.091866,15.792364,307.668067,68.82447,,,,,,4.5,4.44,-0.102,,0.6,5
Transit,4,4.159807,0,,,0.072,291.506237,46.895779,154,13.177,4632,,0.67,1,0,0,0,0,0,2.99E-01,,,,0.81,0.007,,,2014,Space,78.811786,13.974475,310.542406,67.331856,,,,,,,4.65,,,,5
Transit,4,9.034199,0,,,0.14,291.506237,46.895779,154,13.177,4632,,0.67,1,0,0,0,0,0,4.93E-01,,,,1.57,0.014,,,2014,Space,78.811786,13.974475,310.542406,67.331856,,,,,,,4.65,,,,5
Transit,4,28.122397,0,,,0.087,291.506237,46.895779,154,13.177,4632,,0.67,1,0,0,0,0,0,1.06E+00,,,,0.98,0.009,,,2014,Space,78.811786,13.974475,310.542406,67.331856,,,,,,,4.65,,,,5
Transit,4,45.902733,0,,,0.119,291.506237,46.895779,154,13.177,4632,,0.67,1,0,0,0,0,0,1.47E+00,,,,1.33,0.012,,,2014,Space,78.811786,13.974475,310.542406,67.331856,,,,,,,4.65,,,,5
Transit,4,2.795906,0,,,0.153,296.654765,46.83527,414,13.749,5243,,0.82,1,0,0,0,0,0,8.94E-02,,,,1.71,0.016,,,2014,Space,80.372944,10.801765,318.574221,65.839374,,,,,,,4.54,,,,5
