pl_discmethod,pl_pnum,pl_orbper,pl_orbsmaxlim,pl_orbeccen,pl_bmassj,pl_radj,ra,dec,st_dist,st_optmag,st_teff,st_mass,st_rad,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_rvamp,pl_massj,pl_masse,pl_rade,pl_rads,pl_ratdor,pl_ratror,pl_disc,pl_locale,st_glon,st_glat,st_elon,st_elat,st_plx,st_pmra,st_pmdec,st_pm,st_radv,st_sp,st_logg,st_lum,st_age,st_vsini,st_colorn
Radial Velocity,1,124.6,0,0.23,9.18,,194.383163,-65.646461,149.25,6.871,4830,1.54,,0,1,0,0,0,0,3.79E+00,287.5,,,,,,,2013,Ground,303.560962,-2.782088,228.805355,-52.664433,6.7,-65.9,32.9,73.7,,4.8,2.53,1.63,,3.7,5
Radial Velocity,2,28.125,0,0.14,0.428,,201.087662,48.885094,55.5,9.42,5460,0.93,,0,1,0,0,0,0,3.19E+00,30.5,,,,,,,2016,Ground,108.799004,67.330209,172.331115,51.751638,16.74,0.3,-86.6,86.6,-8.72,5,4.47,,,2.8,6
Radial Velocity,2,67.3,0,0.12,0.784,,201.087662,48.885094,55.5,9.42,5460,0.93,,0,1,0,0,0,0,5.69E+00,41.5,,,,,,,2016,Ground,108.799004,67.330209,172.331115,51.751638,16.74,0.3,-86.6,86.6,-8.72,5,4.47,,,2.8,6
Imaging,1,,0,,9,1.5,201.150406,-51.504459,111.4,6.982,8840,1.96,1.77,0,0,1,0,0,0,8.26E+02,,9,2860.47,16.814,0.154,,,2017,Ground,308.178752,11.029184,221.708529,-38.956911,8.98,-33.92,-18.96,38.86,-5.2,2.2,,,0.014,299,6
Radial Velocity,1,1084.5,0,0.13,6,,202.605301,-58.664356,136.05,6.75,5000,2.5,8.93,0,1,0,0,0,0,2.06E+01,64.9,,,,,,,2015,Ground,307.993677,3.823814,227.457663,-44.760055,7.35,-25.1,-8.5,26.5,,5,2.9,1.65,,2.5,6
Radial Velocity,1,2556.5,0,0.59,11.1,,207.580826,-39.900856,112.6,6.44,4985,2.41,8.69,0,1,0,0,0,0,4.36E+01,112.7,,,,,,,2017,Ground,315.033596,21.583175,220.514027,-26.566842,,6.6,-9.4,11.5,,5.1,2.85,1.617,,2.3,6
Radial Velocity,2,88.9,0,0.05,1.38,,208.466919,-35.314362,65.96,6.17,4890,1.63,5.92,0,1,0,0,0,0,6.97E+00,45.5,,,,,,,2015,Ground,317.050378,25.840027,219.283674,-22.064409,15.16,-293.4,-68.6,301.3,,5,3.15,1.244,,1.8,16
Radial Velocity,2,2131.8,0,0.17,5.98,,208.466919,-35.314362,65.96,6.17,4890,1.63,5.92,0,1,0,0,0,0,5.79E+01,69,,,,,,,2015,Ground,317.050378,25.840027,219.283674,-22.064409,15.16,-293.4,-68.6,301.3,,5,3.15,1.244,,1.8,16
Radial Velocity,1,17337.5,0,0.715,9,,217.327347,-46.463818,23.98,10.36,4105,0.63,,0,1,0,0,0,0,8.44E+02,235,,,,,,,2009,Ground,319.967812,13.145278,230.799411,-29.932401,41.71,-47.1,-198.4,203.9,,5.7,,,3,1.93,13
Radial Velocity,1,822.3,0,0.07,2.4,,229.572205,-41.42057,91.49,7.05,4850,1.74,5.77,0,1,0,0,0,0,2.29E+01,36.5,,,,,,,2016,Ground,330.383627,13.493213,238.284312,-22.329286,10.93,-126.2,-121.5,175.2,,5.1,3.1,1.215,,2.2,6
Radial Velocity,1,511.098,0,0.7124,8.82,,231.232391,58.966064,31.33,3.29,4530,1.05,,0,1,0,0,0,0,4.07E+01,307.6,,,,,,,2002,Ground,93.971038,48.627879,184.949712,71.093543,31.92,-8.1,16.2,18.1,,5.2,2.6,,,,7
Imaging,1,,0,,23,,240.481064,-21.980389,156.7,7.192,10500,2.5,,0,0,1,0,0,0,4.72E+03,,23,7300,,,,,2010,Ground,350.870628,22.681059,242.805542,-1.284748,,-11.4,-23.6,26.2,,1.9,,,0.005,,6
Radial Velocity,1,111.7,,0.29,2.1,,243.174057,-18.875504,14.9,11.34,3368,0.42,0.54,0,1,0,0,0,0,2.42E+01,,,,,,,,2009,Ground,355.200221,22.969669,244.701158,2.238705,67.13,26.3,-210.2,211.8,,6.3,,-1.523,,,6
Radial Velocity,1,1560.2,0,0.16,5.5,,27.526375,-54.464962,168.63,7.88,4670,1.17,7.83,0,1,0,0,0,0,1.66E+01,87.4,,,,,,,2016,Ground,285.471427,-60.629572,351.475434,-58.589546,5.93,112.4,-47.2,121.9,,5.2,2.7,1.405,,1.3,6
Radial Velocity,1,5.0505,0,0.02,1.09,,279.221466,61.702503,44.46,8.646,5519,0.97,0.89,0,1,0,0,0,0,1.35E+00,130.9,1.09,346.4347,,,,,2013,Ground,91.362224,25.357507,313.853679,83.704915,22.49,-38.5,-231.8,235,-9.45,4.5,4.53,,,3.5,5
Radial Velocity,1,1058.8,0,0.61,20,,296.421967,-0.696645,106.5,7.34,5020,1.93,5.34,0,1,0,0,0,0,2.39E+01,320.1,,,,,,,2014,Ground,38.578132,-12.370616,298.298123,20.184503,9.39,34.6,-52.5,62.9,,5,3.26,1.204,,2.2,6
Imaging,1,,0,,21.9987,1.051,326.130554,14.771939,18.39,5.95,5974,1.1,1.04,0,0,1,0,0,0,4.20E+04,,21.9987,6991.57,11.777,0.108,,,2006,Space,69.859355,-28.269284,333.918834,26.633875,54.37,231.2,-113.9,257.7,-17.2,4,4.48,0.072,3.1,10.6,12
Imaging,1,,0,,30,1.11,102.504227,-60.249146,33.63,6.11,,1.3,,0,0,0,0,0,0,6.04E+02,,30,9534.9,12.442,0.114,,,2016,Ground,270.175773,-23.491796,137.301908,-81.593885,,5.8,109.2,109.4,22.2,3.5,,,0.6,60,6
Radial Velocity,1,302.79999,0,0.14,2.27,,40.639442,-50.800293,17.24,5.41,6167,1.34,1.13,0,1,0,0,0,0,5.34E+01,57.1,2.27,721.4741,,,,,1999,Ground,268.809626,-58.323534,8.235275,-61.014225,58,333.6,219.9,399.6,16.7,4,4.46,,,6.5,18
Imaging,4,170000,0,,7,1.2,346.869659,21.134251,39.4,5.953,,1.51,,0,0,1,1,0,0,1.73E+03,,7,2000,13,0.12,,,2008,Ground,92.764215,-35.575078,356.787566,24.524745,,106.5,-49.3,117.4,,3.02,,,,,14
Imaging,4,69000,0,,10,1.2,346.869659,21.134251,39.4,5.953,,1.51,,0,0,1,1,0,0,9.64E+02,,10,3000,13,0.12,,,2008,Ground,92.764215,-35.575078,356.787566,24.524745,,106.5,-49.3,117.4,,3.02,,,,,14
Imaging,4,37000,0,,10,1.2,346.869659,21.134251,39.4,5.953,,1.51,,0,0,1,1,0,0,6.09E+02,,10,3000,13,0.12,,,2008,Ground,92.764215,-35.575078,356.787566,24.524745,,106.5,-49.3,117.4,,3.02,,,,,14
Imaging,4,18000,0,,,,346.869659,21.134251,39.4,5.953,,1.51,,0,0,1,1,0,0,3.68E+02,,,,,,,,2010,Ground,92.764215,-35.575078,356.787566,24.524745,,106.5,-49.3,117.4,,3.02,,,,,14
Transit,1,19.3044,,0.31,0.08495,0.343,172.121964,1.690636,,12.418,5620,0.92,0.98,1,0,0,0,0,0,,7.3,0.08495,27,3.84,0.035,28.7,0.0357,2015,Space,261.428425,57.716802,172.097539,-1.571772,,-73.5,-3,73.6,8.2,,4.5,,,3,4
Transit,1,1.673916,,0.24,,0.312,129.601257,20.106064,,10.651,6120,1.18,1.19,1,0,0,0,0,0,,,,,3.5,0.032,6.2,0.0269,2016,Space,205.239998,32.195678,126.785558,1.580633,,-33.7,-14.1,36.5,33.6,,,0.25,0.79,14.8,4
Transit,1,14.677286,,0.1,,0.178,130.344086,18.933874,,12.957,4819,0.8,0.73,1,0,0,0,0,0,,,,,2,0.018,32.5,0.0247,2016,Space,206.828766,32.443811,127.762216,0.626324,,-34.3,-9.6,35.6,34.31,,,-0.595,0.79,3.9,4
Transit,1,9.915615,,0.1,,0.116,130.056046,19.778811,,13.2,4695,0.77,0.71,1,0,0,0,0,0,,,,,1.3,0.012,25.3,0.017,2016,Space,205.777905,32.484333,127.282526,1.373143,,-37.1,-14.3,39.8,34.85,,,-0.657,0.79,3,4
Transit,1,1.974238,0,0.09,,0.175,129.636749,19.773829,,15.149,3546.46,0.43,0.49,1,0,0,0,0,0,,,,,1.96,0.018,9.93,0.03657,2016,Space,205.621938,32.11241,126.902166,1.267736,,-34.7,-6.5,35.3,34.81,,,,,2.6,3
Transit,1,8.266902,0,,0.09439,0.369,125.42028,13.49753,,11.752,5434,1.01,0.95,1,1,0,0,0,0,,9.4,0.09439,30,3.59,0.033,17.96,0.03472,2017,Space,210.533385,26.005304,124.503883,-5.800266,,10.2,-2.6,10.5,,,4.48,,0.6,1.76,4
Transit,2,0.571292,0,0,0.0263,0.136,13.07978,10.794699,,12.102,5470,0.94,0.87,1,1,0,0,0,0,,6.67,0.0263,8.36,1.52,0.014,2.892,0.01601,2016,Space,123.28403,-52.076426,16.226339,4.784518,,58.2,2.7,58.3,-15.86,4.5,4.53,,,2.8,4
Transit,2,13.3397,0,0.18,0.01825,0.223,13.07978,10.794699,,12.102,5470,0.94,0.87,1,1,0,0,0,0,,1.67,0.01825,5.8,2.5,0.023,26.2,0.02632,2016,Space,123.28403,-52.076426,16.226339,4.784518,,58.2,2.7,58.3,-15.86,4.5,4.53,,,2.8,4
Transit,1,3.31392,0,0,0.84,1.44,284.985382,-22.293402,,12.92,6030,1.3,1.78,1,1,0,0,0,0,,95.5,0.84,266.9772,16.141,0.148,5.75,0.083,2017,Space,13.732957,-11.74303,283.84239,0.428673,,-8.7,-2.1,8.9,-8.36,3.9,4.07,,4.25,4.6,4
Transit,1,4.73401,0,0.18,0.18689,0.471,123.381874,16.419609,,12.33,5474,1.12,1.75,1,1,0,0,0,0,,21.3,0.18689,59.4,5.28,0.048,,,2017,Space,206.691314,25.351842,121.9181,-3.397461,,-9.6,-20.7,22.8,,,3.99,,7.8,2,4
Transit,1,39.93767,0,,,0.674,169.042007,1.98684,,13.386,5433,1.35,5.15,1,0,0,0,0,0,,,,,7.55,0.069,45.08,,2015,Space,256.659644,56.048769,169.148167,-2.507986,,-43.3,-32.5,54.1,,,,,,,4
Transit,1,13.86375,0,0.079,0.05254,0.231,207.349533,-12.284491,,11.915,5010,0.74,0.71,1,1,0,0,0,0,,5.5,0.05254,16.7,2.592,0.024,30.8,0.0333,2017,Space,324.429527,48.153199,209.77257,-0.953868,,42.6,-101.2,109.8,-21.63,5.3,4.6,,8,,4
Transit,1,5.35117,0,0,0.02706,0.17,59.889755,21.298685,,11.137,5730,0.88,1.23,1,1,0,0,0,0,,3.1,0.02706,8.6,1.9,0.017,9.59,0.01255,2017,Space,170.97809,-23.551023,62.131822,0.725234,,122.7,-35.3,127.7,-16.21,,4.15,0.279,10.77,,4
Transit,1,5.817608,0,0,1.29,0.93,19.449286,6.868895,,13.684,5627,1.01,1.05,1,1,0,0,0,0,,144.5,1.29,410.0007,10.424,0.096,11.39,0.0911,2017,Space,134.509528,-55.409194,20.546039,-1.247384,,22.3,-15.8,27.3,,4,4.4,0.009,5.9,2.06,4
Transit,1,11.39109,0,0,1.85,0.942,127.882965,11.922265,,14.556,5027,0.83,0.83,1,1,0,0,0,0,,189,1.85,587.9855,10.559,0.097,24.44,0.11432,2017,Space,213.245934,27.550837,127.229266,-6.75606,,-9.6,5,10.8,,,4.48,,9.9,,4
Transit,1,20.273034,0,0.137,0.84,1.115,126.553444,12.281936,,13.362,5560,0.83,0.88,1,1,0,0,0,0,,77,0.84,266.9772,12.498,0.115,38.8,0.1254,2017,Space,212.273944,26.51656,125.871505,-6.722044,,18.1,-20.2,27.1,,,4.46,,10.7,,4
Transit,1,4.655411,0,0.06,,0.062,336.151611,-11.578691,56.15,10.91,4348.35,0.69,0.67,1,0,0,0,0,0,8.55E-01,,,,0.69,0.006,15.37,0.0094,2017,Space,49.973015,-52.23223,333.678882,-1.523994,17.81,168.5,-148.1,224.3,,,,,,,6
Transit,2,1.291505,0,0.06,,0.175,133.855682,10.469131,100,14.655,3842.12,0.58,0.49,1,0,0,0,0,0,1.90E-01,,,,1.96,0.018,8.32,0.0366,2017,Space,217.624984,32.245852,133.30552,-6.623544,,11.8,16.4,20.2,,6.1,,,,,4
Transit,2,5.44482,0,0.15,,0.181,133.855682,10.469131,100,14.655,3842.12,0.58,0.49,1,0,0,0,0,0,5.10E-01,,,,2.03,0.019,20.93,0.03789,2017,Space,217.624984,32.245852,133.30552,-6.623544,,11.8,16.4,20.2,,6.1,,,,,4
Transit,1,50.92092,0,0.2,,0.227,132.126892,15.655983,,14.049,4726.29,0.76,0.73,1,0,0,0,0,0,,,,,2.54,0.023,71.82,0.03174,2017,Space,211.191835,32.820817,130.264624,-2.090507,,-8.8,-17.1,19.2,,,,,,,4
Transit,1,7.728578,0,0.07,,0.204,132.009735,16.901854,,14.883,4752.8,0.76,0.68,1,0,0,0,0,0,,,,,2.29,0.021,21.58,0.03092,2017,Space,209.765182,33.18603,129.823911,-0.919715,,30.7,-19.6,36.4,,,,,,,4
Transit,1,8.28212,0,,,0.208,173.192032,2.244884,,12.258,5800,1.01,1.01,1,0,0,0,0,0,,,,,2.33,0.021,17.47,,2015,Space,262.463031,58.791337,172.861649,-0.640512,,-33.2,-47.1,57.6,,,,,,,4
Transit,1,9.562742,0,0.14,,0.179,132.14299,17.190685,,14.045,4349.9,0.69,0.67,1,0,0,0,0,0,,,,,2.01,0.018,24.05,0.0276,2017,Space,209.500311,33.411071,129.869708,-0.607373,,-28.2,-26.2,38.5,,,,,,,4
Transit,1,5.185754,0,0.22,,0.814,126.936722,17.579397,,13.319,4471.38,0.71,0.77,1,0,0,0,0,0,,,,,9.12,0.084,14.71,0.10888,2017,Space,206.933094,28.937201,124.964044,-1.489316,,-14.4,-18.5,23.4,,,,,,,4
Transit,1,2.219405,0,0.21,,0.114,126.476311,20.35957,74,13.15,3993.36,0.63,0.59,1,0,0,0,0,0,3.92E-01,,,,1.28,0.012,10.42,0.01987,2017,Space,203.781091,29.532286,123.880001,1.107597,,-17.3,-36.5,40.4,,,,,,,4
Transit,1,30.956763,0,0.06,,0.236,134.444183,21.453533,156,14.781,4075.67,0.65,0.57,1,0,0,0,0,0,1.07E+00,,,,2.65,0.024,61.89,0.04254,2017,Space,205.513561,36.914144,130.795428,4.08612,,-13.2,-59.6,61,,,,,,,4
Transit,1,6.413539,0,0.08,,0.236,133.64119,23.132891,,15.105,3560.7,0.44,0.34,1,0,0,0,0,0,,,,,2.64,0.024,30.09,0.07044,2017,Space,203.231642,36.725913,129.61147,5.493344,,-31.4,15.1,34.8,,,,,,,3
Transit,1,21.750264,0,0.08,,0.194,204.14212,-14.947603,,16.122,3654.47,0.49,0.4,1,0,0,0,0,0,,,,,2.18,0.02,63.31,0.04981,2017,Space,318.877281,46.522169,207.815782,-4.557815,,-55.8,-48.7,74.1,,,,,,,4
Transit,1,7.387073,0,0.06,,0.164,203.546539,-13.576928,,12.918,4367.83,0.7,0.62,1,0,0,0,0,0,,,,,1.84,0.017,22.38,0.02715,2017,Space,318.558326,47.993584,206.77583,-3.492086,,38.2,-2.8,38.3,,,,,,,4
Transit,1,3.588165,0,0.12,,0.773,207.078384,-11.588979,,15.037,4387.84,0.7,0.68,1,0,0,0,0,0,,,,,8.66,0.079,12.02,0.11734,2017,Space,324.401719,48.897357,209.278354,-0.397183,,-30.8,4.6,31.1,,,,,,,4
Transit,1,5.675819,0,0.23,,0.127,204.437653,-8.597065,,12.627,4469.51,0.71,0.78,1,0,0,0,0,0,,,,,1.42,0.013,15.46,0.01675,2017,Space,321.981376,52.553325,205.779176,1.464811,,1.8,-3.6,4,,,,,,,4
Transit,1,8.239493,0,0.13,,0.093,289.148315,-25.644964,,13.63,3459.09,0.36,0.36,1,0,0,0,0,0,,,,,1.04,0.01,34.37,0.0266,2017,Space,12.144837,-16.572713,287.229942,-3.343776,,28.6,-177.6,179.9,,,,,,,4
Transit,1,39.91488,0,,,0.169,170.155533,2.502696,,12.901,5698,0.8,0.78,1,0,0,0,0,0,,,,,1.89,0.017,79.69,,2015,Space,257.617105,57.156218,169.970607,-1.597707,,-11.5,13.2,17.5,,,,,,,4
Transit,1,2.49412,0,0.17,,0.112,290.270264,-19.690807,,12.759,4356.47,0.7,0.74,1,0,0,0,0,0,,,,,1.25,0.011,9.26,0.0154,2017,Space,18.257103,-15.172128,289.055307,2.417594,,59.9,-16,62,,,,,,,4
Transit,1,0.3693038,0,0,0.02045,0.161,182.751556,-9.765218,,12.115,5200,0.84,0.81,1,1,0,0,0,0,,6.55,0.02045,6.5,1.81,0.017,2.66,0.0204,2017,Space,286.680756,51.82621,186.426324,-7.862519,,-38.8,-5.2,39.1,,,4.62,,,4.4,4
Transit,1,9.1751,0,,0.49,1.3,182.166397,-8.747175,,11.897,4840,1.08,3.85,1,1,0,0,0,0,,42.1,0.49,155.7367,14.572,0.134,,0.0325,2017,Space,285.334227,52.656993,185.481019,-7.161352,,-28.6,-4.3,28.9,,,3.3,,8.5,,4
Transit,3,3.0712,0,,,0.117,70.148567,25.010006,,14.288,3655,0.51,0.47,1,0,0,0,0,0,,,,,1.31,0.012,,0.0255,2017,Space,174.753465,-14.067967,72.054714,2.798964,,187,-54,194.6,,6.1,,-1.444,,,4
Transit,3,4.8682,0,,,0.132,70.148567,25.010006,,14.288,3655,0.51,0.47,1,0,0,0,0,0,,,,,1.48,0.014,,0.0288,2017,Space,174.753465,-14.067967,72.054714,2.798964,,187,-54,194.6,,6.1,,-1.444,,,4
Transit,3,11.0234,0,,,0.18,70.148567,25.010006,,14.288,3655,0.51,0.47,1,0,0,0,0,0,,,,,2.02,0.019,,0.0393,2017,Space,174.753465,-14.067967,72.054714,2.798964,,187,-54,194.6,,6.1,,-1.444,,,4
Transit,3,7.975292,0,0.1,,0.088,67.41246,22.882721,,10.9,4499,0.74,0.66,1,0,0,0,0,0,,,,,0.99,0.009,23.1,0.0137,2017,Space,174.775021,-17.35074,69.272288,1.054127,,81.8,-35.2,89.1,39.76,5.5,4.66,-0.788,,3,7
Transit,3,17.307137,0,0.13,,0.26,67.41246,22.882721,,10.9,4499,0.74,0.66,1,0,0,0,0,0,,,,,2.91,0.027,39,0.0401,2017,Space,174.775021,-17.35074,69.272288,1.054127,,81.8,-35.2,89.1,39.76,5.5,4.66,-0.788,,3,7
Transit,3,25.575065,0,0.14,,0.129,67.41246,22.882721,,10.9,4499,0.74,0.66,1,0,0,0,0,0,,,,,1.45,0.013,50.7,0.0201,2017,Space,174.775021,-17.35074,69.272288,1.054127,,81.8,-35.2,89.1,39.76,5.5,4.66,-0.788,,3,7
Transit,1,0.179715,0,0,0.5,0.079,186.870728,-6.195224,,15.498,3492,0.46,0.44,1,0,0,0,0,0,,,0.5,158.915,0.89,0.008,2.82,0.0184,2017,Space,292.192696,56.176223,188.757188,-2.963709,,-82.9,26.7,87.1,,6.3,4.82,,,,4
Transit,5,2.35322,0,0.403,,0.14,348.949036,-10.849696,183,12.21,5378,0.93,0.86,1,0,0,0,0,0,1.85E-01,,,,1.57,0.014,8.85,0.0168,2017,Space,64.215876,-62.238813,345.594129,-5.613468,,-3.5,-10.7,11.3,,5.1,4.59,,,2.7,4
Transit,5,3.55987,0,0.296,,0.225,348.949036,-10.849696,183,12.21,5378,0.93,0.86,1,0,0,0,0,0,2.43E-01,,,,2.52,0.023,10.8,0.0267,2017,Space,64.215876,-62.238813,345.594129,-5.613468,,-3.5,-10.7,11.3,,5.1,4.59,,,2.7,4
Transit,5,5.40478,0,0.348,,0.237,348.949036,-10.849696,183,12.21,5378,0.93,0.86,1,0,0,0,0,0,3.22E-01,,,,2.66,0.024,12.8,0.0283,2017,Space,64.215876,-62.238813,345.594129,-5.613468,,-3.5,-10.7,11.3,,5.1,4.59,,,2.7,4
Transit,5,8.26144,0,0.315,,0.294,348.949036,-10.849696,183,12.21,5378,0.93,0.86,1,0,0,0,0,0,4.27E-01,,,,3.29,0.03,19.4,0.0349,2017,Space,64.215876,-62.238813,345.594129,-5.613468,,-3.5,-10.7,11.3,,5.1,4.59,,,2.7,4
Transit,5,12.75759,0,0.364,,0.251,348.949036,-10.849696,183,12.21,5378,0.93,0.86,1,0,0,0,0,0,5.70E-01,,,,2.81,0.026,28.1,0.0299,2017,Space,64.215876,-62.238813,345.594129,-5.613468,,-3.5,-10.7,11.3,,5.1,4.59,,,2.7,4
Transit,1,28.38236,0,0.12,0.387,0.808,289.066528,-17.910688,152,11.653,5340,0.92,0.86,1,1,0,0,0,0,1.18E+00,27.7,0.387,123.00021,9.057,0.083,44.8,0.0961,2017,Space,19.449925,-13.402632,288.16329,4.334441,6.56,38.6,-9.8,39.8,-31.36,5,4.5,,1.8,2.8,4
Transit,1,8.36802,0,,,0.429,178.057022,2.594245,,16.31,3789,0.47,0.45,1,0,0,0,0,0,,,,,4.81,0.044,30.16,,2015,Space,270.399015,61.667552,177.185703,1.607639,,-34.1,-14.1,36.9,,,,,,,4
Transit,1,6.5693,0,0.12,1.019,1.095,188.137344,-9.60764,340.24,12.624,5654,1,0.99,1,1,0,0,0,0,1.74E-01,111.2,1.019,323.86877,12.274,0.112,,0.114,2017,Space,295.184261,52.979735,191.266159,-5.601775,,-6.2,6.5,9,,4.5,4.45,-0.049,4.22,3.8,4
Transit,2,0.2803244,0,0,0.01598,0.135,350.916534,-1.189274,58.77,11.389,4599,0.71,0.68,1,1,0,0,0,0,,6.25,0.01598,5.08,1.51,0.014,2.292,0.02037,2018,Space,80.197882,-56.595038,351.186588,2.507044,17.01,113.2,24.3,115.8,,5.7,4.62,-0.75,6.3,3,4
Transit,2,7.7485,0,0,0.02328,0.624,350.916534,-1.189274,58.77,11.389,4599,0.71,0.68,1,0,0,0,0,0,,3,0.02328,7.4,7,0.064,21.59,0.094,2018,Space,80.197882,-56.595038,351.186588,2.507044,17.01,113.2,24.3,115.8,,5.7,4.62,-0.75,6.3,3,4
Transit,1,2.644646,0,,,0.196,130.026779,19.092878,86,16.248,3385,0.36,0.35,1,0,0,0,0,0,3.09E-01,,,,2.2,0.02,15.5,0.0577,2018,Space,206.527464,32.219171,127.431436,0.702995,,,,,,6.3,4.91,-1.824,,,4
Transit,1,0.961917,0,,,0.123,293.833191,-28.497833,88,14.019,3672,0.58,0.55,1,0,0,0,0,0,1.81E-01,,,,1.38,0.013,8.8,0.0229,2018,Space,10.944832,-21.496834,290.953692,-6.775755,,-34.1,-145.7,149.6,,,4.72,-1.292,,,4
Transit,3,4.38395,0,,,0.119,14.517821,-0.193155,121,13.507,4079,0.65,0.63,1,0,0,0,0,0,3.75E-01,,,,1.33,0.012,16.7,0.0193,2018,Space,126.588915,-63.017791,13.289488,-5.900871,,-34.9,-27.3,44.3,,,4.65,-0.996,,,4
Transit,3,6.9226,0,,,0.154,14.517821,-0.193155,121,13.507,4079,0.65,0.63,1,0,0,0,0,0,5.09E-01,,,,1.73,0.016,27.3,0.0251,2018,Space,126.588915,-63.017791,13.289488,-5.900871,,-34.9,-27.3,44.3,,,4.65,-0.996,,,4
Transit,3,9.7579,0,,,0.146,14.517821,-0.193155,121,13.507,4079,0.65,0.63,1,0,0,0,0,0,6.40E-01,,,,1.64,0.015,36.3,0.0238,2018,Space,126.588915,-63.017791,13.289488,-5.900871,,-34.9,-27.3,44.3,,,4.65,-0.996,,,4
Transit,1,11.332,0,,,0.146,9.821899,7.2771,118,14.484,3745,0.59,0.57,1,0,0,0,0,0,7.03E-01,,,,1.64,0.015,34.3,0.0264,2018,Space,117.611236,-55.469059,11.881084,2.803287,,-30.9,-21.2,37.5,,6.1,4.71,-1.31,,,4
Transit,1,11.8104,0,,,0.221,178.110794,4.254747,,14.663,5131,0.72,0.68,1,0,0,0,0,0,,,,,2.48,0.023,28.84,,2015,Space,268.74231,63.14119,176.573668,3.152381,,-42.9,-22.5,48.4,,,,,,,4
Transit,1,10.59357,0,,,0.178,18.344175,8.987539,110,15.829,3499,0.46,0.44,1,0,0,0,0,0,6.61E-01,,,,2,0.018,32.2,0.042,2018,Space,132.063041,-53.494783,20.329385,1.127402,,44.5,-27.1,52.1,,6.2,4.82,-1.585,,,4
Transit,1,3.835592,0,,,0.12,19.304525,9.501381,62.7,14.14,3585,0.44,0.43,1,0,0,0,0,0,5.82E-01,,,,1.35,0.012,18.4,0.0289,2018,Space,133.493164,-52.840889,21.401212,1.246469,,62.5,-30,69.3,,6.1,4.82,-1.553,,,4
Transit,1,32.6527,0,,,0.251,181.632797,-5.82741,112,13.728,3940,0.65,0.63,1,0,0,0,0,0,1.55E+00,,,,2.81,0.026,56.9,0.0408,2018,Space,283.040853,55.300555,183.81978,-4.696543,,-96.4,-1.5,96.4,,6,4.66,-1.06,,,4
Transit,1,7.51554,0,,,0.178,183.809189,2.020953,126,14.979,3720,0.51,0.49,1,0,0,0,0,0,4.77E-01,,,,2,0.018,24.2,0.0371,2018,Space,282.350352,63.436827,182.692035,3.368895,,-74.2,-15.5,75.8,,6.3,4.76,-1.367,,,4
Transit,2,3.67635,0,,,0.199,189.001511,-2.669481,133,14.033,3978,0.67,0.65,1,0,0,0,0,0,3.07E-01,,,,2.23,0.02,13.4,0.0315,2018,Space,295.213639,59.970805,189.320143,1.113769,,5.8,-31.8,32.3,,6,4.64,-1.018,,,4
Transit,2,7.95478,0,,,0.187,189.001511,-2.669481,133,14.033,3978,0.67,0.65,1,0,0,0,0,0,5.13E-01,,,,2.1,0.019,25.3,0.0297,2018,Space,295.213639,59.970805,189.320143,1.113769,,5.8,-31.8,32.3,,6,4.64,-1.018,,,4
Transit,3,6.342,0,,0.01479,0.161,65.468697,21.3536,82,12.806,4258,0.65,0.58,1,0,0,0,0,0,6.85E-01,,0.01479,4.7,1.8,0.016,18.5,0.0261,2018,Space,174.748575,-19.712913,67.251326,-0.169223,,199.6,-77.3,214,19.1,,4.6,,,,4
Transit,3,13.85,0,,0.02045,0.232,65.468697,21.3536,82,12.806,4258,0.65,0.58,1,0,0,0,0,0,1.15E+00,,0.02045,6.5,2.6,0.024,27,0.0321,2018,Space,174.748575,-19.712913,67.251326,-0.169223,,199.6,-77.3,214,19.1,,4.6,,,,4
Transit,3,40.718,0,,0.01542,0.17,65.468697,21.3536,82,12.806,4258,0.65,0.58,1,0,0,0,0,0,2.36E+00,,0.01542,4.9,1.9,0.017,63.3,0.0273,2018,Space,174.748575,-19.712913,67.251326,-0.169223,,199.6,-77.3,214,19.1,,4.6,,,,4
Transit,1,0.813149,,,,0.102,182.70018,-6.294205,,13.424,4460,0.64,0.62,1,0,0,0,0,0,,,,,1.144,0.01,4.420602,0.01704,2018,Space,285.059464,55.161168,184.983205,-4.701285,,,,,,,4.68,,,,4
Transit,1,0.365257,,,,0.094,183.751343,-5.781991,,12.823,5456,0.94,0.88,1,0,0,0,0,0,,,,,1.055,0.01,1.876041,0.01105,2018,Space,286.603808,55.930465,185.740173,-3.815146,,33.7,-7.8,34.6,,,4.55,,,,4
Transit,1,10.062106,,,,0.235,179.939987,-5.721709,,11.774,5489,0.93,0.89,1,0,0,0,0,0,,,,,2.635,0.024,17.602997,0.02707,2018,Space,280.198475,54.85286,182.227379,-5.272033,,-59,12.1,60.2,,,4.46,,,,4
Transit,1,12.421078,,,,0.197,180.540894,-3.580723,,11.994,5419,0.89,0.83,1,0,0,0,0,0,,,,,2.208,0.02,26.135513,0.02439,2018,Space,279.872885,57.068554,181.921804,-3.069848,,-1.9,-18,18.1,,,4.57,,,,4
Transit,2,7.6188,0,,,0.18,175.09726,4.55734,,14.67,4742,0.68,0.66,1,0,0,0,0,0,,,,,2.02,0.019,19,0.02796,2015,Space,262.911973,61.777078,173.6931,2.235777,,-3.8,21.8,22.1,,5.3,4.51,,,2,4
