pl_discmethod,pl_disc,pl_locale,st_dist,st_optmag,st_teff,st_mass,st_rad,st_logg,st_metfe,st_vsini,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmasse
RadialVelocity,2015,Ground,100.9,7.286,4861,1.84,5.39,3.24,0.27,1,916,2.24,0.13,556.2025
RadialVelocity,2009,Ground,45.01,7.328,5879,1.14,1.38,4.21,0.18,2.7,1049,2.07,0.27,260.6206
RadialVelocity,2017,Ground,45.01,7.328,5879,1.14,1.38,4.21,0.18,2.7,214.67,0.7181,0.036,53.5
RadialVelocity,2017,Ground,45.01,7.328,5879,1.14,1.38,4.21,0.18,2.7,117.87,0.4817,0.027,30.7
RadialVelocity,2017,Ground,45.01,7.328,5879,1.14,1.38,4.21,0.18,2.7,49.175,0.2687,0.09,16.8
RadialVelocity,2017,Ground,45.01,7.328,5879,1.14,1.38,4.21,0.18,2.7,676.8,1.543,0.031,37.9
RadialVelocity,2017,Ground,45.01,7.328,5879,1.14,1.38,4.21,0.18,2.7,5700,6.36,0.032,120.6
RadialVelocity,2016,Ground,72.5,7.74,6060,1.15,,4.24,0.04,3.5,82.467,0.389,0.389,1195.0408
RadialVelocity,2003,Ground,11.1,5.86,5221,0.88,,,0.24,1.1,62.218,0.295,0.596,72.78
RadialVelocity,2002,Ground,33.24,7.7,,0.85,,,-0.44,1.2,154.378,0.53364,0.054,214.53525
RadialVelocity,2002,Ground,33.24,7.7,,0.85,,,-0.44,1.2,885.5,1.71,0.125,207.22516
RadialVelocity,2005,Ground,33.24,7.7,,0.85,,,-0.44,1.2,1862,2.807,0.16,221.20968
RadialVelocity,2004,Ground,42.88,8.661,5340,0.68,0.95,4.32,0.29,1,55.01307,0.28,0.68,689.6911
RadialVelocity,2012,Ground,42.88,8.661,5340,0.68,0.95,4.32,0.29,1,2720,3.814,0.013,1069.771
RadialVelocity,2010,Ground,37.78,6.696,5981,1.37,1.49,4.23,-0.18,3,363.20001,1.02,0.41,127.132
RadialVelocity,2000,Ground,42.4,5.95,5697,1.48,,,0.51,3.9,14.3098,0.131,0.257,266.64813
RadialVelocity,2000,Ground,42.4,5.95,5697,1.48,,,0.51,3.9,2140.2,3.712,0.341,4252.39
RadialVelocity,2009,Ground,99.4,8.269,5277,1.64,2.38,3.9,0.19,,696.29999,1.65,0,3852.0996
RadialVelocity,2001,Ground,18.21,5.65,5950,1.1,,4.36,0.048,3.14,2151,3.38,0.6405,3264
RadialVelocity,2009,Ground,12.83,7.17,4956,0.77,,4.47,-0.31,1.61,4.3123,0.0468,0.2,4
RadialVelocity,2009,Ground,12.83,7.17,4956,0.77,,4.47,-0.31,1.61,9.6184,0.0799,0.06,6.6
RadialVelocity,2009,Ground,12.83,7.17,4956,0.77,,4.47,-0.31,1.61,20.432,0.1321,0.07,9.5
RadialVelocity,2013,Ground,12.83,7.17,4956,0.77,,4.47,-0.31,1.61,51.76,0.247,0.02,5.2
RadialVelocity,2013,Ground,12.83,7.17,4956,0.77,,4.47,-0.31,1.61,197.8,0.6,0.29,7.1
RadialVelocity,2017,Ground,118.48,6.423,4869,2,8.56,3.02,0.14,2.7,578.6,1.4,0.24,858.141
RadialVelocity,2002,Ground,33.3,6.735,6165,1.45,1.21,4.43,0.2,7.4,264.14999,0.85,0.25,1484.2661
RadialVelocity,2004,Ground,43.03,8.65,5010,0.7,,4.42,-0.09,1.22,963,,0.74,807.25
RadialVelocity,2003,Ground,43.03,,,0.4,,,,,1.3283,,0.081,5838.29
RadialVelocity,2007,Ground,44.05,7.881,5688,0.99,,4.4,0.2,1.37,526.62,1.28,0.903,495.79
RadialVelocity,2017,Ground,37.1,8.44,5405,0.83,0.82,4.45,-0.09,2.2,857.5,1.67,0.2,508.528
RadialVelocity,2001,Ground,77.82,8.687,5596,1.25,1.42,4.23,0.4,1.23,431.88,1.17,0.52,708.7609
RadialVelocity,2014,Ground,77.82,8.687,5596,1.25,1.42,4.23,0.4,1.23,6700,6.95,0.24,689.66
RadialVelocity,2001,Ground,32.7,7.78,5629,0.9,0.92,4.46,-0.26,0,828,1.65,0.05,260.6206
RadialVelocity,2016,Ground,23.5,6.839,5727,1.01,1,4.44,-0.09,2,149.61,0.554,0.19,14.4
RadialVelocity,2005,Ground,21.85,6.56,5686,0.93,1.02,4.39,-0.35,1.2,15.56,0.12,0,15.8915
RadialVelocity,2009,Ground,131.41,7.822,5005,2.47,4.91,3.45,0.11,,356,1.13,0.04,950.3117
RadialVelocity,2010,Ground,56.3,8.98,5508,0.96,1,4.31,0.4,2.18,327.8,0.92,0.83,190.69
RadialVelocity,2007,Ground,93.2,8.03,6200,1.38,,4.28,0.28,4.7,36.96,0.24,0.14,791.36
RadialVelocity,2010,Ground,50.4,7.69,5752,1,1.32,4.21,0.03,2.22,472.3,1.19,0.61,184.33
RadialVelocity,2004,Ground,48.95,7.885,5616,1.02,,4.32,0.29,1.4,963.6,1.92,0.778,568.89
RadialVelocity,2008,Ground,32.58,8.062,5434,0.82,,4.38,-0.17,1,226.93,0.6813,0.1684,59.4953
RadialVelocity,2008,Ground,32.58,8.062,5434,0.82,,4.38,-0.17,1,342.85,0.8972,0.0974,209.0915
RadialVelocity,2008,Ground,36.14,8.127,5232,0.54,0.96,4.2,0.29,2,43.6,0.23,0.38,111.2405
RadialVelocity,2000,Ground,33.41,7.912,5285,0.92,,4.53,0.24,0.9,3.023573,0.0398,0.063,71.8
RadialVelocity,2008,Ground,37.84,7.626,5657,0.96,1.08,4.36,0.24,2.2,4.0845,0.05,0.04,22.2481
RadialVelocity,2008,Ground,37.84,7.626,5657,0.96,1.08,4.36,0.24,2.2,1353.6,2.395,0.249,111.42
RadialVelocity,2012,Ground,56.5,5.89,4959,1.74,5.4,3.16,0.01,1.45,360.2,1.19,0.13,753.23
RadialVelocity,2012,Ground,56.5,5.89,4959,1.74,5.4,3.16,0.01,1.45,2732,4.6,0.23,753.23
RadialVelocity,2016,Ground,80,6.11,4866,1.81,7.3,2.97,-0.02,4.3,363.3,1.214,0.089,556.2025
RadialVelocity,2016,Ground,80,6.11,4866,1.81,7.3,2.97,-0.02,4.3,684.7,1.853,0.278,591.1638
RadialVelocity,2002,Ground,121.36,5.25,4424,0.91,22.39,2.13,0.69,1.93,712.13,1.93,0.2,2330
RadialVelocity,2008,Ground,85.4,8.05,5650,1.28,2.05,3.92,0.4,3.1,780.3,1.81,0.08,467.2101
RadialVelocity,2002,Ground,40.73,8.1,5602,1.03,1.02,4.44,0.32,0.42,4.94737,0.06,0.09,31.783
RadialVelocity,2005,Ground,47.26,7.195,,1.24,,,,4.2,2482.7,3.86,0.23,543.47
RadialVelocity,2002,Ground,31.03,6.84,5987,1.04,1.02,,-0.04,3.9,1293,2.353,0.501,1574.464
RadialVelocity,2000,Ground,28.07,6.3,6117,1.32,1.32,4.32,0.22,5.2,119.29,0.5,0.32,368.6828
RadialVelocity,2007,Ground,114,8.05,4900,1.44,4.19,3.35,0.05,3.31,641,1.67,0.02,543.4893
RadialVelocity,2014,Ground,114,8.05,4900,1.44,4.19,3.35,0.05,3.31,886,2.071,0.15,365.49
RadialVelocity,2016,Ground,221,7.6,4830,1.01,9.09,2.53,-0.5,2.2,139.35,0.53,0.076,1837.0574
RadialVelocity,2012,Ground,58.17,5.98,4929,1.98,5.09,3.32,0.14,1.37,792.59998,1.99,0.19,524.4195
RadialVelocity,2014,Ground,53.6,8.29,5902,0.96,1.01,4.53,-0.2,2,492.3,1.2,0.096,104.88
RadialVelocity,2011,Ground,150.6,8.25,4673,1.93,10.64,2.67,-0.37,4.95,177.11,0.64,0.07,2425.0429
RadialVelocity,2016,Ground,96.8,5.442,4658,1.9,13.2,2.49,0.15,,299.36,1.086,0.05,2199.3836
RadialVelocity,2008,Ground,25.3,4.44,6245,1.5,2.57,3.8,-0.26,8,201.9,0.77,0.26,336.8998
RadialVelocity,2008,Ground,25.3,4.44,6245,1.5,2.57,3.8,-0.26,8,600.1,1.6,0.03,797.7533
RadialVelocity,2006,Ground,10.34,1.14,4946,2.1,8.31,3.07,0.07,,589.64,1.64,0.02,731
RadialVelocity,2005,Ground,35.8,9.37,4812,0.42,0.77,4.28,0.1,1.9,2.81805,0.04,0,79.4575
RadialVelocity,2009,Ground,32.62,8.1,5449,0.65,0.83,4.41,-0.16,1.63,358,0.94,0.24,168.4499
RadialVelocity,2003,Ground,40.32,7.71,5769,1.1,1.12,4.38,-0.55,2.2,21.998,0.14,0.17,155.7367
RadialVelocity,2003,Ground,35.59,7.964,5645,0.88,0.88,4.49,-0.16,1,613.09998,1.37,0.41,375.0394
RadialVelocity,2013,Ground,35.59,7.964,5645,0.88,0.88,4.49,-0.16,1,152.6,0.54,0.02,54.03
RadialVelocity,2012,Ground,80.06,4.38,4323,1.1,21.4,1.78,-0.323,4.7,480.5,1.2,0.07,1906.9
RadialVelocity,2005,Ground,55.04,8.258,5716,1,1.13,4.33,0.27,0,1973,3.14,0.47,839.0712
RadialVelocity,2015,Ground,88.81,8.05,6330,1.36,1.55,4.19,0.25,9.7,352.2,1.08,0.17,973
RadialVelocity,2015,Ground,88.81,8.05,6330,1.36,1.55,4.19,0.25,9.7,2374,3.86,0.76,1540
RadialVelocity,2009,Ground,54.9,8.45,5801,1.08,0.95,4.51,-0.03,1.76,2496,3.55,0.1,533.9544
RadialVelocity,2016,Ground,78,9.11,5950,1.12,1.02,4.47,0.29,2.9,1103,2.18,0.03,975.7381
RadialVelocity,2001,Ground,58.82,8.2,5932,1.28,1.19,4.4,0.35,2.84,6.27711,0.07,0.12,626.1251
RadialVelocity,2006,Ground,12.58,6,5385,0.86,,,-0.05,1.1,8.667,0.0785,0.1,10.2
RadialVelocity,2006,Ground,12.58,6,5385,0.86,,,-0.05,1.1,31.56,0.186,0.13,11.8
RadialVelocity,2006,Ground,12.58,6,5385,0.86,,,-0.05,1.1,197,0.63,0.07,18.1
RadialVelocity,2007,Ground,45.7,11.424,5737,1,,4.59,-0.18,14.7,851.8,1.76,0.4,1900
RadialVelocity,2003,Ground,28.76,7.18,5665,0.96,1.02,4.4,0.17,0.3,2068,3.18,0.03,587.9855
RadialVelocity,2011,Ground,35.88,8.027,5371,0.77,0.97,4.35,0.32,2.5,615,1.36,0.19,85.8141
RadialVelocity,2002,Ground,51.4,7.46,5932,1.43,1.46,4.27,-0.02,1.9,3658,4.75,0.22,1223.6455
RadialVelocity,2016,Ground,72.78,8.83,5688,1.02,1.22,4.27,0.25,2.7,39.475,0.228,0.423,1732.1735
RadialVelocity,2003,Ground,36.52,8.08,5460,0.81,0.93,4.41,0.25,3.22,2.54858,0.04,0.03,498.9931
RadialVelocity,2008,Ground,54.91,8.9,5317,0.89,1.04,4.28,0.03,1.65,1260,2.198,0.256,973
RadialVelocity,2002,Ground,94.61,8.971,5601,1.14,1.53,4.12,0.22,2.6,188.3,0.65,0.19,978.9164
RadialVelocity,2005,Ground,94.61,8.971,5601,1.14,1.53,4.12,0.22,2.6,379.1,1.03,0.28,715.09
RadialVelocity,2008,Ground,81,8.23,4973,1.4,2.63,3.74,0.22,1,1770,3.02,0.07,381.396
RadialVelocity,2003,Ground,64.6,7.614,6068,1.24,,,0.11,4.3,51.645,0.292,0.627,572.07
RadialVelocity,2003,Ground,64.6,7.614,6068,1.24,,,0.11,4.3,2473,3.85,0.432,2561.6
RadialVelocity,2011,Ground,38.52,7.483,6047,1.14,0.97,4.52,-0.1,3,1275,2.34,0.82,438.6054
RadialVelocity,1999,Ground,28.94,6.35,6117,1.29,1.23,4.37,0.26,4.14,3.50927,0.05,0.03,155.7367
RadialVelocity,2014,Ground,68.7,7.84,4917,1.33,3.17,3.56,0.25,,5040,6.46,0.36,1722.6386
RadialVelocity,2007,Ground,80.58,8.03,6061,1.43,1.55,4.21,0.27,4.54,418.20001,1.19,0.1,858.141
RadialVelocity,2002,Ground,59.7,8.155,5644,0.99,1.37,4.16,0.31,1.3,3.97097,0.05,0.09,66.7443
RadialVelocity,2017,Ground,184.8,7.817,4698,1.17,7.47,2.94,-0.11,,415.4,1.149,0.856,1249.0719
RadialVelocity,2012,Ground,41.27,8.591,5341,1.37,0.97,4.6,0.32,2.33,5.7361,0.06,0.09,19.0698
RadialVelocity,2008,Ground,16.82,7.185,5131,0.65,0.78,4.46,-0.21,1.35,5.39792,0.06,0.06,6.3566
RadialVelocity,2015,Ground,16.82,7.185,5131,0.65,0.78,4.46,-0.21,1.35,15.299,0.1134,0.098,7.86
RadialVelocity,2015,Ground,16.82,7.185,5131,0.65,0.78,4.46,-0.21,1.35,24.451,0.1551,0.21,6.44
RadialVelocity,2011,Ground,49,8.027,5740,1.06,,4.37,0.24,2,1966.1,3.13,0.59,425.9
RadialVelocity,2001,Ground,29.04,9.001,5561,1.15,1.04,4.42,0.35,1.36,111.4367,,0.93,1392.0954
RadialVelocity,2005,Ground,32.56,7.72,5755,1.05,0.91,4.54,-0.03,2,1001.70001,1.94,0.53,2310.6241
RadialVelocity,2007,Ground,88.26,5.393,4753,2.1,13,2.22,-0.359,,184.02,0.81,0,858.1
RadialVelocity,2011,Ground,112.23,7.78,4953,2.53,5.26,3.4,-0.31,0.43,705,1.58,0.07,740.5439
RadialVelocity,2003,Ground,27.46,6.53,6016,1.2,,4.46,0.3,1.3,441.47,1.18306,0.162,534.25
RadialVelocity,2003,Ground,27.46,6.53,6016,1.2,,4.46,0.3,1.3,220.078,0.74345,0.3663,622.603
RadialVelocity,2002,Ground,43.53,8.222,5442,0.79,0.94,4.39,0.35,1.4,2.9857,0.04,0.01,108.0622
RadialVelocity,2010,Ground,52.5,7.7,6136,1.13,1.19,4.46,0.06,1.41,1313,2.45,0.15,216.1244
RadialVelocity,2009,Ground,33.96,8.526,5164,0.54,0.8,4.36,-0.08,4,788,1.52,0.41,34.9613
RadialVelocity,2011,Ground,11.15,7.67,4300,0.43,0.71,4.36,-0.26,3,58.43,0.26,0.11,3.1783
RadialVelocity,2002,Ground,44.2,7.112,6064,1.34,1.38,4.28,0.01,4.5,227,0.76,0.3,645.1949
RadialVelocity,2006,Ground,91.16,8.73,6018,1.39,1.58,4.18,0.2,4.2,2.1375,0.03,0.01,521.2412
RadialVelocity,2009,Ground,42.48,7.932,5903,1.06,1.02,4.36,0.05,2.4,1695,2.84,0.15,292.39
RadialVelocity,2009,Ground,72.57,7.407,6210,1.42,1.88,4.02,0.202,12.5,1475,2.86,0.7,2224.81
RadialVelocity,2009,Ground,38.26,6.31,6472,1.35,1.39,4.27,0.14,26.9,1634,3.02,0.723,4513
RadialVelocity,2016,Ground,169,7.459,4805,1.66,8.8,2.66,0.04,,1270,2.72,0.17,1144.188
RadialVelocity,2016,Ground,73.58,8,5770,1.12,1.55,4.1,-0.17,7.5,13.481,0.117,0.05,3941.092
RadialVelocity,2009,Ground,18.06,7.55,4915,0.66,0.79,4.47,0.05,2.2,2754,3.58,0.53,489.4582
RadialVelocity,2004,Ground,74.46,8.01,5404,1.23,2.01,3.92,0.32,2.2,3.41587,0.05,0.13,95.349
RadialVelocity,2009,Ground,30.88,7.009,5955,1.27,1.1,4.46,-0.13,2.9,2166,3.27,0.2,670.6213
Transit,2018,Space,126.74,9.376,5499,1.12,1.66,4.04,0.45,2.6,11.81399,0.105,0.203,35.7
RadialVelocity,1999,Ground,39,5.72,6291,1.56,,,0.26,9.5,256.78,0.918,0.673,2682.37
RadialVelocity,2009,Ground,22.09,6.92,5599,0.84,,4.48,-0.24,0,49.77,0.25,0.31,17.98
RadialVelocity,2016,Ground,78.93,8.4,5577,1.03,1.67,4.03,0.39,2.1,1179,2.2,0.12,352.7913
RadialVelocity,2000,Ground,32.32,7.3,5738,1.15,1.11,4.41,0.3,0.3,325.81,0.95,0.33,1179.1493
RadialVelocity,2005,Ground,28.9,8.3,4995,0.7,,4.26,0.15,0.9,143.58,0.477,0.14,117.59
RadialVelocity,2009,Ground,52.85,8.369,5793,1,1,4.53,0.09,4,30.052,0.189,0.2,222.472
RadialVelocity,2009,Ground,52.85,8.369,5793,1,1,4.53,0.09,4,192.9,0.654,0.06,578.426
Imaging,2013,Ground,91.57,7.36,,1.6,,,,,,55.7,,1589
RadialVelocity,2009,Ground,149.03,7.946,5002,1.58,4.9,3.4,0.05,,507,1.51,0.157,381.38
RadialVelocity,2015,Ground,332,8.15,4218,3.7,41.01,1.78,-0.18,2.6,482,1.28,0.11,3378.5329
RadialVelocity,2015,Ground,7.56,9.895,5312,0.7,0.84,4.43,0.41,,4375,5.15,0.06,1188.6842
RadialVelocity,2011,Ground,132.8,8.37,5148,1.02,4.5,3.6,-0.3,0.87,361.1,0.99,0.03,286
RadialVelocity,2011,Ground,221.24,7.43,3943,10.94,51.1,2.06,-0.24,,647.29999,1.42,0.3,6661.7168
RadialVelocity,2009,Ground,84.03,8.08,5807,1.67,1.85,4.13,0.34,3.8,498.89999,1.35,0.71,254.264
RadialVelocity,2010,Ground,21.3,7.71,5175,0.89,0.74,4.49,-0.3,0.5,9.4909,,0.06,9.5349
RadialVelocity,2011,Ground,150.38,8.21,4946,1.71,3.85,3.5,-0.02,0.3,436.89999,1.32,0,699.226
RadialVelocity,2012,Ground,42.77,7.991,5759,1,1,4.38,0.02,1.19,4951,5.6,0.85,2161.2
RadialVelocity,2005,Ground,60.46,9.1,5282,0.76,0.98,4.34,0.35,1.86,439.29999,1.11,0.09,139.8452
RadialVelocity,2004,Ground,55.7,7.58,4815,0.48,0.83,4.28,0.24,0.41,17.0431,0.12,0.25,22.2481
RadialVelocity,2011,Ground,130.89,7.81,4891,1.7,6.29,3.07,0.02,0.89,868,2.13,0.37,441.7837
RadialVelocity,2014,Ground,84.6,5.64,4780,2.1,,2.94,0.31,,184.2,0.81,0.02,2606.1
RadialVelocity,2015,Ground,103.63,5.62,4945,2.42,11.6,2.6,0.03,2,144.3,0.72,0.09,629.3034
RadialVelocity,2016,Ground,56.2,9.63,5180,0.78,,4.43,-0.26,2.7,499.48,1.134,0.549,495.8148
RadialVelocity,2016,Ground,58.6,9.16,5530,0.87,,4.45,-0.12,2.7,232.08,0.706,0.163,851.7844
Transit,2014,Space,55.2,10.19,5089,0.81,0.72,4.59,-0.16,2,9.1205,,0.2,12.7132
RadialVelocity,2010,Ground,23.8,10.24,3901,0.69,0.65,4.65,-0.14,,57.435,0.25,0.17,114.4188
RadialVelocity,2005,Ground,52.88,8.52,5520,0.81,1.04,4.32,0.29,0.54,6.67386,0.07,0.14,1074.2654
RadialVelocity,2006,Ground,52.88,8.52,5520,0.81,1.04,4.32,0.29,0.54,147.73,0.545,0.164,406.8224
RadialVelocity,2009,Ground,52.88,8.52,5520,0.81,1.04,4.32,0.29,0.54,952,1.89,0.173,181.1631
Transit,2016,Space,116.14,8.93,6199,1.15,1.4,4.18,-0.11,7.13,15.5712,,,
Transit,2016,Space,116.14,8.93,6199,1.15,1.4,4.18,-0.11,7.13,31.6978,,,
Transit,2016,Space,116.14,8.93,6199,1.15,1.4,4.18,-0.11,7.13,156,,,
Transit,2016,Space,116.14,8.93,6199,1.15,1.4,4.18,-0.11,7.13,131,,,
Transit,2016,Space,116.14,8.93,6199,1.15,1.4,4.18,-0.11,7.13,324,,,
RadialVelocity,2009,Ground,44.8,10.167,4813,0.43,0.75,4.32,0.17,,345.72,0.89,0.52,305.1168
RadialVelocity,2011,Ground,44.8,10.167,4813,0.43,0.75,4.32,0.17,,9017.76,7.7,0.14,4780.1632
RadialVelocity,2011,Ground,25.87,8.98,4510,0.29,0.78,4.11,0.01,,8.1352,0.07,0.19,6.3566
RadialVelocity,2011,Ground,25.87,8.98,4510,0.29,0.78,4.11,0.01,,32.03,0.178,0.05,130
RadialVelocity,2011,Ground,25.87,8.98,4510,0.29,0.78,4.11,0.01,,431.7,1.01,0.27,167.4
RadialVelocity,2013,Ground,149.25,6.871,4830,1.54,,2.53,-0.31,3.7,124.6,0.565,0.23,2917.56
RadialVelocity,2016,Ground,55.5,9.42,5460,0.93,,4.47,0.25,2.8,28.125,0.177,0.14,136.03124
RadialVelocity,2016,Ground,55.5,9.42,5460,0.93,,4.47,0.25,2.8,67.3,0.316,0.12,249.17872
Imaging,2017,Ground,111.4,6.982,8840,1.96,1.77,,,299,,92,,2860.47
RadialVelocity,2015,Ground,136.05,6.75,5000,2.5,8.93,2.9,0.16,2.5,1084.5,2.81,0.13,1906.98
RadialVelocity,2017,Ground,112.6,6.44,4985,2.41,8.69,2.85,0.15,2.3,2556.5,4.91,0.59,3527.913
RadialVelocity,2015,Ground,65.96,6.17,4890,1.63,5.92,3.15,0,1.8,88.9,0.46,0.05,438.6054
RadialVelocity,2015,Ground,65.96,6.17,4890,1.63,5.92,3.15,0,1.8,2131.8,3.82,0.17,1900.6234
RadialVelocity,2009,Ground,23.98,10.36,4105,0.63,,,,1.93,17337.5,20.25,0.715,2860
RadialVelocity,2016,Ground,91.49,7.05,4850,1.74,5.77,3.1,0.2,2.2,822.3,2.1,0.07,762.792
RadialVelocity,2002,Ground,31.33,3.29,4530,1.05,,2.6,0.29,,511.098,1.275,0.7124,2803.1
Imaging,2010,Ground,156.7,7.192,10500,2.5,,,,,,740,,7300
RadialVelocity,2009,Ground,14.9,11.34,3368,0.42,0.54,,,,111.7,0.36,0.29,667.415
RadialVelocity,2016,Ground,168.63,7.88,4670,1.17,7.83,2.7,-0.15,1.3,1560.2,2.8,0.16,1748.065
RadialVelocity,2013,Ground,44.46,8.646,5519,0.97,0.89,4.53,0.23,3.5,5.0505,0.06,0.02,346.4347
RadialVelocity,2014,Ground,106.5,7.34,5020,1.93,5.34,3.26,0.29,2.2,1058.8,2.55,0.61,6356.3
Imaging,2006,Space,18.39,5.95,5974,1.1,1.04,4.48,-0.02,10.6,,773,,6991.57
Imaging,2016,Ground,33.63,6.11,,1.3,,,0.02,60,,20.3,,9534.9
RadialVelocity,1999,Ground,17.24,5.41,6167,1.34,1.13,4.46,0.16,6.5,302.79999,0.92,0.14,721.4741
Imaging,2008,Ground,39.4,5.953,,1.51,,,,,170000,68,,2000
Imaging,2008,Ground,39.4,5.953,,1.51,,,,,69000,38,,3000
Imaging,2008,Ground,39.4,5.953,,1.51,,,,,37000,24,,3000
Imaging,2010,Ground,39.4,5.953,,1.51,,,,,18000,14.5,,
Transit,2015,Space,,12.418,5620,0.92,0.98,4.5,-0.07,3,19.3044,,0.31,27
Transit,2016,Space,,10.651,6120,1.18,1.19,,0.14,14.8,1.673916,,0.24,
Transit,2016,Space,,12.957,4819,0.8,0.73,,0.14,3.9,14.677286,,0.1,
Transit,2016,Space,,13.2,4695,0.77,0.71,,0.14,3,9.915615,,0.1,
Transit,2016,Space,,15.149,3546.46,0.43,0.49,,,2.6,1.974238,0.023,0.09,
Transit,2017,Space,,11.752,5434,1.01,0.95,4.48,0.26,1.76,8.266902,0.081,,30
Transit,2016,Space,,12.102,5470,0.94,0.87,4.53,-0.025,2.8,0.571292,0.0116,0,8.36
Transit,2016,Space,,12.102,5470,0.94,0.87,4.53,-0.025,2.8,13.3397,0.105,0.18,5.8
Transit,2017,Space,,12.92,6030,1.3,1.78,4.07,0.1,4.6,3.31392,0.048,0,266.9772
Transit,2017,Space,,12.33,5474,1.12,1.75,3.99,0.33,2,4.73401,0.0573,0.18,59.4
Transit,2015,Space,,13.386,5433,1.35,5.15,,-0.12,,39.93767,0.2257,,
Transit,2017,Space,,11.915,5010,0.74,0.71,4.6,-0.34,,13.86375,0.1021,0.079,16.7
Transit,2017,Space,,11.137,5730,0.88,1.23,4.15,-0.53,,5.35117,0.0621,0,8.6
Transit,2017,Space,,13.684,5627,1.01,1.05,4.4,0.18,2.06,5.817608,0.0558,0,410.0007
Transit,2017,Space,,14.556,5027,0.83,0.83,4.48,0.41,,11.39109,0.09309,0,587.9855
Transit,2017,Space,,13.362,5560,0.83,0.88,4.46,-0.22,,20.273034,0.1367,0.137,266.9772
Transit,2017,Space,56.15,10.91,4348.35,0.69,0.67,,,,4.655411,0.048,0.06,
Transit,2017,Space,100,14.655,3842.12,0.58,0.49,,,,1.291505,0.019,0.06,
Transit,2017,Space,100,14.655,3842.12,0.58,0.49,,,,5.44482,0.051,0.15,
Transit,2017,Space,,14.049,4726.29,0.76,0.73,,,,50.92092,0.245,0.2,
Transit,2017,Space,,14.883,4752.8,0.76,0.68,,,,7.728578,0.07,0.07,
Transit,2015,Space,,12.258,5800,1.01,1.01,,0.03,,8.28212,0.0802,,
Transit,2017,Space,,14.045,4349.9,0.69,0.67,,,,9.562742,0.078,0.14,
Transit,2017,Space,,13.319,4471.38,0.71,0.77,,,,5.185754,0.052,0.22,
Transit,2017,Space,74,13.15,3993.36,0.63,0.59,,,,2.219405,0.029,0.21,
Transit,2017,Space,156,14.781,4075.67,0.65,0.57,,,,30.956763,0.167,0.06,
Transit,2017,Space,,15.105,3560.7,0.44,0.34,,,,6.413539,0.051,0.08,
Transit,2017,Space,,16.122,3654.47,0.49,0.4,,,,21.750264,0.121,0.08,
Transit,2017,Space,,12.918,4367.83,0.7,0.62,,,,7.387073,0.066,0.06,
Transit,2017,Space,,15.037,4387.84,0.7,0.68,,,,3.588165,0.041,0.12,
Transit,2017,Space,,12.627,4469.51,0.71,0.78,,,,5.675819,0.056,0.23,
Transit,2017,Space,,13.63,3459.09,0.36,0.36,,,,8.239493,0.057,0.13,
Transit,2015,Space,,12.901,5698,0.8,0.78,,-0.54,,39.91488,0.2114,,
Transit,2017,Space,,12.759,4356.47,0.7,0.74,,,,2.49412,0.032,0.17,
Transit,2017,Space,,12.115,5200,0.84,0.81,4.62,0,4.4,0.3693038,,0,6.5
Transit,2017,Space,,11.897,4840,1.08,3.85,3.3,-0.01,,9.1751,,,155.7367
Transit,2017,Space,,14.288,3655,0.51,0.47,,,,3.0712,0.033,,
Transit,2017,Space,,14.288,3655,0.51,0.47,,,,4.8682,0.045,,
Transit,2017,Space,,14.288,3655,0.51,0.47,,,,11.0234,0.077,,
Transit,2017,Space,,10.9,4499,0.74,0.66,4.66,0.15,3,7.975292,,0.1,
Transit,2017,Space,,10.9,4499,0.74,0.66,4.66,0.15,3,17.307137,,0.13,
Transit,2017,Space,,10.9,4499,0.74,0.66,4.66,0.15,3,25.575065,,0.14,
Transit,2017,Space,,15.498,3492,0.46,0.44,4.82,0.08,,0.179715,0.0058,0,158.915
Transit,2017,Space,183,12.21,5378,0.93,0.86,4.59,0.16,2.7,2.35322,0.0338,0.403,
Transit,2017,Space,183,12.21,5378,0.93,0.86,4.59,0.16,2.7,3.55987,0.04454,0.296,
Transit,2017,Space,183,12.21,5378,0.93,0.86,4.59,0.16,2.7,5.40478,0.05883,0.348,
Transit,2017,Space,183,12.21,5378,0.93,0.86,4.59,0.16,2.7,8.26144,0.07807,0.315,
Transit,2017,Space,183,12.21,5378,0.93,0.86,4.59,0.16,2.7,12.75759,0.1043,0.364,
Transit,2017,Space,152,11.653,5340,0.92,0.86,4.5,0.22,2.8,28.38236,0.179,0.12,123.00021
Transit,2015,Space,,16.31,3789,0.47,0.45,,-0.37,,8.36802,0.0627,,
Transit,2017,Space,340.24,12.624,5654,1,0.99,4.45,0.12,3.8,6.5693,0.0591,0.12,323.86877
Transit,2018,Space,58.77,11.389,4599,0.71,0.68,4.62,-0.06,3,0.2803244,,0,5.08
Transit,2018,Space,58.77,11.389,4599,0.71,0.68,4.62,-0.06,3,7.7485,,0,7.4
Transit,2018,Space,86,16.248,3385,0.36,0.35,4.91,-0.02,,2.644646,0.0266,,
Transit,2018,Space,88,14.019,3672,0.58,0.55,4.72,0.19,,0.961917,0.0159,,
Transit,2018,Space,121,13.507,4079,0.65,0.63,4.65,-0.11,,4.38395,0.0454,,
Transit,2018,Space,121,13.507,4079,0.65,0.63,4.65,-0.11,,6.9226,0.0616,,
