pl_discmethod,pl_disc,pl_locale,st_dist,st_optmag,st_teff,st_mass,st_rad,st_logg,st_metfe,st_vsini,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmasse
TransitTimingVariations,2012,Space,855,15.262,5309,,0.79,4.58,,,57.011,0.2799,0.0146,119.499
Transit,2014,Space,855,15.262,5309,,0.79,4.58,,,6.766589,0.067,,
Transit,2016,Space,848,13.771,6340,1.07,1.24,4.16,-0.38,,220.1303357,,,
Transit,2016,Space,468,13.704,5634,0.98,0.91,4.51,0.04,,8.31378306,,,
Transit,2016,Space,733,11.642,7070,1.59,2.04,4.02,-0.06,,84.6879808,,,
Transit,2016,Space,336,12.87,5661,0.87,0.9,4.47,-0.28,,8.98101683,,,
Transit,2016,Space,653,12.702,5933,1.21,1.59,4.11,0.19,,7.25696522,,,
Transit,2016,Space,587,12.663,6310,1.23,1.29,4.31,0.09,,9.94067247,,,
Transit,2016,Space,436,12.772,5927,1.04,1.05,4.42,-0.01,,51.07926307,,,
Transit,2016,Space,436,12.772,5927,1.04,1.05,4.42,-0.01,,3.70921385,,,
Transit,2016,Space,458,12.377,5809,1.05,1.37,4.18,0.06,,24.99324193,,,
Transit,2016,Space,474,13.779,5498,0.96,0.87,4.54,0.1,,38.47875707,,,
Transit,2012,Space,1500,15.178,5636,1.05,0.96,4.49,-0.25,4.1,49.532,0.2962,0.035,636
Transit,2012,Space,1500,15.178,5636,1.05,0.96,4.49,-0.25,4.1,303.137,0.991,0.411,8899
Transit,2016,Space,989,13.224,6613,1.4,1.66,4.14,0.04,,24.66919569,,,
Transit,2016,Space,1373,13.797,6733,1.49,1.8,4.1,0.07,,5.01423457,,,
Transit,2016,Space,302,13.698,4996,0.85,0.78,4.59,0.16,,4.17625551,,,
Transit,2016,Space,641,13.397,5816,1.06,1.34,4.21,0.12,,14.55731705,,,
Transit,2016,Space,568,13.494,5785,0.99,1.08,4.36,-0.01,,5.66067294,,,
Transit,2016,Space,280,13.341,5009,0.86,0.79,4.58,0.21,,3.10550819,,,
Transit,2016,Space,687,13.837,5837,1.03,1.09,4.38,0.04,,14.00640607,,,
Transit,2016,Space,367,13.536,5240,0.87,0.79,4.58,-0.04,,11.11990653,,,
Transit,2016,Space,420,13.938,5210,0.85,0.8,4.56,-0.03,,13.2217576,,,
Transit,2016,Space,371,13.575,5247,0.86,0.81,4.56,-0.02,,12.49341307,,,
Transit,2012,Space,,13.04,5194,0.88,0.89,4.49,0.17,0.5,4.778,,,3.94
Transit,2012,Space,,13.04,5194,0.88,0.89,4.49,0.17,0.5,9.67395,,,14.61
Transit,2014,Space,,13.04,5194,0.88,0.89,4.49,0.17,0.5,42.8961,,,7.93
RadialVelocity,2014,Ground,,13.04,5194,0.88,0.89,4.49,0.17,0.5,982,,,657
Transit,2016,Space,806,13.273,6322,1.25,1.34,4.28,0.11,,4.9195838,,,
Transit,2016,Space,713,13.844,5802,1.01,1.09,4.36,0.03,,10.06082567,,,
Transit,2016,Space,290,13.779,4871,0.75,0.72,4.6,-0.13,2.6,56.35418576,,,
Transit,2016,Space,953,13.432,6346,1.28,1.47,4.21,0.09,,30.229104,,,
Transit,2016,Space,377,13.024,5668,0.96,0.87,4.54,-0.1,,10.04556931,,,
Transit,2016,Space,1173,14.952,5958,1.07,1.09,4.39,0.04,,3.2432598,,,
Transit,2016,Space,428,14.388,4926,0.79,0.75,4.6,-0.04,,30.36044667,,,
Transit,2016,Space,835,14.991,5444,0.91,0.88,4.51,0,,15.3587684,,,
Transit,2016,Space,835,14.991,5444,0.91,0.88,4.51,0,,38.6519976,,,
Transit,2016,Space,1157,14.804,5970,1.07,1.09,4.39,0.03,,3.12082923,,,
Transit,2016,Space,379,14.018,5014,0.82,0.76,4.59,0,,17.27629612,,,
Transit,2012,Space,306,15.264,4252,,0.56,4.73,,,7.2037945,,,311.46
Transit,2012,Space,306,15.264,4252,,0.56,4.73,,,10.9129343,,,228.83
Transit,2014,Space,306,15.264,4252,,0.56,4.73,,,2.576549,0.031,,
Transit,2014,Space,306,15.264,4252,,0.56,4.73,,,18.596108,0.116,,
Transit,2016,Space,1249,14.879,6045,1.08,1.12,4.37,-0.02,,3.26869515,,,
Transit,2016,Space,657,14.014,5582,1.04,1.03,4.42,0.37,,4.22538451,,,
Transit,2016,Space,642,14.518,5527,0.94,0.91,4.5,0.07,,11.72012266,,,
Transit,2016,Space,1942,14.996,6457,1.36,1.54,4.19,0.11,,3.00387658,,,
Transit,2016,Space,862,14.153,6007,1.1,1.26,4.28,0.02,,8.02511821,,,
Transit,2016,Space,630,14.622,5346,0.86,0.83,4.55,-0.07,,3.41303622,,,
Transit,2016,Space,655,14.817,5293,0.86,0.82,4.55,-0.03,,8.30864937,,,
Transit,2016,Space,1070,14.72,5834,1.09,1.11,4.39,0.24,,3.57320367,,,
Transit,2016,Space,746,14.283,5744,0.98,0.96,4.47,-0.04,,9.61375356,,,
Transit,2016,Space,523,14.353,5312,0.87,0.83,4.55,0,,5.63252845,,,
Transit,2009,Space,898,13.369,6297,1.37,1.79,3.96,0.04,4.8,3.5484657,0.0538,,670.93913
Transit,2012,Space,255,10.421,6225,1.24,1.58,4.13,0.03,,7.81254,0.077,,
Transit,2012,Space,255,10.421,6225,1.24,1.58,4.13,0.03,,9.37647,0.087,,
Transit,2016,Space,747,14.176,5813,1.02,1.03,4.42,0.03,,8.5083244,,,
Transit,2016,Space,1044,14.762,5904,1.03,1.04,4.42,-0.03,,5.64067757,,,
Transit,2016,Space,1433,14.982,6125,1.15,1.22,4.33,0.05,,4.28686431,,,
Transit,2016,Space,888,14.747,5754,1.01,1.01,4.44,0.09,,7.25844721,,,
Transit,2016,Space,75,14.486,3519,0.33,0.33,4.94,-0.31,,9.54927542,,,
Transit,2016,Space,222,15.108,3931,0.55,0.53,4.73,-0.19,,27.52197994,,,
Transit,2016,Space,231,10.868,6236,1.19,1.19,4.36,0.09,,6.8834055,,,
Transit,2016,Space,410,11.994,6113,1.16,1.32,4.26,0.06,,3.56809693,,,
Transit,2016,Space,325,11.472,6025,1.16,1.25,4.3,0.18,,25.30889748,,,
Transit,2016,Space,339,11.854,6060,1.1,1.2,4.32,0.01,,41.74600392,,,
Transit,2012,Space,1013,14.669,6018,1.04,0.94,4.51,,,45.154,0.2514,0.04,2.1
Transit,2012,Space,1013,14.669,6018,1.04,0.94,4.51,,,85.312,0.384,0.014,4
Transit,2014,Space,1013,14.669,6018,1.04,0.94,4.51,,,130.194,0.509,0.008,7.6
Transit,2016,Space,378,11.947,5746,0.91,1.41,4.09,-0.35,,19.55659418,,,
Transit,2016,Space,448,12.747,5770,1,1.2,4.28,0.01,,296.637865,,,
Transit,2016,Space,531,12.674,5997,1.17,1.3,4.28,0.22,,34.43587975,,,
Transit,2016,Space,467,12.935,5849,1.02,1.06,4.39,-0.01,,28.86235584,,,
Transit,2016,Space,489,12.182,6106,1.28,1.44,4.23,0.36,,5.65179605,,,
Transit,2016,Space,255,12.713,5293,0.9,0.83,4.55,0.08,,19.96371318,,,
Transit,2016,Space,777,12.059,7099,1.62,2.02,4.04,0.01,,24.85462415,,,
Transit,2016,Space,284,12.193,5690,0.95,0.98,4.43,-0.06,,60.92832271,,,
Transit,2016,Space,324,12.549,5842,0.96,0.88,4.53,-0.23,,8.51203588,,,
Transit,2016,Space,234,12.63,5260,0.89,0.8,4.58,0.01,,24.3078946,,,
Transit,2012,Space,336,15.095,4263,,0.56,4.73,,,7.8773565,,,2765
Transit,2012,Space,336,15.095,4263,,0.56,4.73,,,16.3850021,,,3308.41
Transit,2014,Space,336,15.095,4263,,0.56,4.73,,,36.445171,0.182,,
Transit,2016,Space,492,12.797,6112,1.1,1.09,4.41,-0.03,,19.67416124,,,
Transit,2016,Space,492,12.797,6112,1.1,1.09,4.41,-0.03,,5.21104261,,,
Transit,2016,Space,737,12.885,6406,1.34,1.46,4.24,0.25,,22.20813214,,,
Transit,2016,Space,749,12.211,6392,1.54,1.98,4.04,0.41,,38.58422849,,,
Transit,2016,Space,270,12.465,5515,0.93,0.86,4.54,-0.03,,5.83598311,,,
Transit,2016,Space,730,13.928,6014,1.09,1.1,4.39,0.02,,7.97419807,,,
Transit,2016,Space,730,13.928,6014,1.09,1.1,4.39,0.02,,1.88897906,,,
Transit,2016,Space,566,13.497,5573,0.95,1.15,4.29,0.11,,18.68404933,,,
Transit,2016,Space,504,13.046,5894,1.15,1.14,4.38,0.34,,5.45849832,,,
Transit,2016,Space,901,13.39,6388,1.28,1.45,4.22,0.03,,13.28535633,,,
Transit,2016,Space,711,13.936,5807,1.01,1.06,4.39,0.02,4.5,19.78297415,,,
Transit,2016,Space,787,13.763,6087,1.07,1.14,4.35,-0.1,,1.98035766,,,
Transit,2016,Space,787,13.763,6087,1.07,1.14,4.35,-0.1,,12.8345022,,,
Transit,2012,Space,1235,15.386,5858,0.98,0.89,4.53,,,18.6489525,,,5851
Transit,2012,Space,1235,15.386,5858,0.98,0.89,4.53,,,38.5583038,,,5002.43
Transit,2014,Space,1235,15.386,5858,0.98,0.89,4.53,,,9.751962,0.091,,
Transit,2016,Space,464,13.4,5697,0.97,0.89,4.53,-0.08,,39.30941904,,,
Transit,2016,Space,254,13.34,4893,0.78,0.75,4.58,-0.03,,29.88485741,,,
Transit,2016,Space,325,13.524,5192,0.87,0.79,4.58,0,,12.92491623,,,
Transit,2016,Space,305,13.933,4758,0.78,0.72,4.61,0.01,,28.51120525,,,
Transit,2016,Space,473,13.235,5884,1.05,0.98,4.48,0.01,,15.95994513,,,
Transit,2016,Space,678,13.174,6123,1.18,1.27,4.3,0.13,,4.90332155,,,
Transit,2016,Space,446,13.807,5524,0.92,0.89,4.51,0,,1.8270823,,,
Transit,2016,Space,465,13.1,5763,1.07,0.99,4.47,0.23,,3.24755522,,,
Transit,2016,Space,165,11.195,5650,0.96,0.9,4.51,-0.05,,81.73780699,,,
Transit,2016,Space,313,12.391,5820,1.05,0.95,4.5,-0.01,4.4,125.63243,0.4988,0.39,308.2951
Transit,2016,Space,313,12.391,5820,1.05,0.95,4.5,-0.01,4.4,1000,2.42,0.5,762.792
Transit,2012,Space,234,15.847,4252,,0.55,4.73,,,8.0109434,,,292.39
Transit,2012,Space,234,15.847,4252,,0.55,4.73,,,12.0717249,,,117.59
Transit,2014,Space,234,15.847,4252,,0.55,4.73,,,20.995694,0.126,,
Transit,2016,Space,350,12.209,5946,1.02,1.08,4.38,-0.1,,172.7049784,,,
Transit,2016,Space,1020,13.281,6166,1.41,2.06,3.96,0.07,,5.08005848,,,
Transit,2016,Space,439,13.435,5526,0.93,0.9,4.5,0.02,,13.14497566,,,
Transit,2016,Space,212,13.577,4671,0.7,0.67,4.63,-0.19,,13.89961966,,,
Transit,2016,Space,797,13.542,6206,1.16,1.22,4.33,0.02,,21.41616926,,,
Transit,2016,Space,831,14.15,5882,1.04,1.07,4.39,0.03,,13.24934059,,,
Transit,2016,Space,896,14.288,5967,1.11,1.15,4.36,0.14,,4.14702026,,,
Transit,2016,Space,361,14.247,4828,0.78,0.73,4.61,0.01,,6.01038429,,,
Transit,2016,Space,776,14.995,5535,0.93,0.9,4.5,0,,4.45419434,,,
Transit,2016,Space,648,14.621,5360,0.88,0.84,4.54,-0.03,5,42.9495649,,,
Transit,2016,Space,648,14.621,5360,0.88,0.84,4.54,-0.03,5,117.040498,,,
Transit,2012,Space,568,15.791,4503,,0.62,4.68,,,27.9481449,,,473.55
Transit,2012,Space,568,15.791,4503,,0.62,4.68,,,42.1516418,,,352.78
Transit,2014,Space,568,15.791,4503,,0.62,4.68,,,2.211099,0.029,,
Transit,2014,Space,568,15.791,4503,,0.62,4.68,,,4.617534,0.048,,
Transit,2014,Space,568,15.791,4503,,0.62,4.68,,,10.198545,0.081,,
Transit,2016,Space,563,14.486,5322,0.87,0.83,4.55,-0.02,4.1,8.60010411,,,
Transit,2016,Space,312,14.897,4286,0.65,0.63,4.66,-0.09,,12.3764661,,,
Transit,2016,Space,834,14.279,5863,1.03,1.04,4.42,0.01,,5.26341577,,,
Transit,2016,Space,725,14.924,5266,0.92,0.85,4.55,0.21,,4.03046804,,,
Transit,2016,Space,725,14.924,5266,0.92,0.85,4.55,0.21,,328.2399546,,,
Transit,2016,Space,642,14.313,5447,0.93,0.92,4.49,0.14,,1.90220856,,,
Transit,2016,Space,772,14.2,5894,1.03,1.04,4.42,0,,16.21775407,,,
Transit,2016,Space,729,14.112,5740,1,0.98,4.46,0.03,,11.72292176,,,
Transit,2016,Space,1126,14.641,6068,1.11,1.16,4.35,0.02,,3.70598955,,,
Transit,2016,Space,652,14.805,5242,0.85,0.81,4.56,-0.06,,29.00790538,,,
Transit,2016,Space,793,14.743,5630,0.96,0.95,4.47,0.03,,17.58752333,,,
Transit,2012,Space,914,12.44,4840,1.32,4.23,3.31,0.2,,10.5016,0.1028,,22.1
Transit,2012,Space,914,12.44,4840,1.32,4.23,3.31,0.2,,21.40239,0.1652,,181
RadialVelocity,2016,Ground,914,12.44,4840,1.32,4.23,3.31,0.2,,1002,2.16,0.2,1784
Transit,2016,Space,88,14.708,3556,0.34,0.33,4.94,-0.39,,18.47764449,,,
Transit,2016,Space,667,14.361,5646,0.96,0.94,4.48,0.02,,58.3620495,,,
Transit,2016,Space,667,14.361,5646,0.96,0.94,4.48,0.02,,5.35016198,,,
Transit,2016,Space,822,14.794,5575,0.93,0.9,4.5,-0.04,,18.00931444,,,
Transit,2016,Space,557,14.767,5066,0.8,0.77,4.58,-0.08,,22.18432708,,,
Transit,2016,Space,830,14.749,5626,0.95,0.92,4.49,-0.01,,3.75083228,,,
Transit,2016,Space,1041,15,5735,0.98,0.95,4.47,-0.02,,4.24374723,,,
Transit,2016,Space,628,14.958,5132,0.83,0.79,4.57,-0.01,,18.42794624,,,
Transit,2016,Space,568,14.687,5148,0.84,0.79,4.57,0,7.2,16.54297375,,,
Transit,2016,Space,126,14.273,3768,0.55,0.53,4.73,0.11,,11.02347475,,,
Transit,2016,Space,645,14.106,5616,0.95,0.93,4.48,0.01,,34.18890521,,,
Transit,2012,Space,674,14.809,5145,0.83,0.73,4.63,,,5.7293196,,,5994.02
Transit,2012,Space,674,14.809,5145,0.83,0.73,4.63,,,11.6092567,,,2208.83
Transit,2016,Space,642,14.332,5496,0.93,0.9,4.5,0.06,,4.301662,,,
Transit,2016,Space,756,14.675,5527,0.93,0.9,4.51,0.01,,4.79859939,,,
Transit,2016,Space,532,14.472,5212,0.83,0.79,4.57,-0.1,,17.20523483,,,
Transit,2016,Space,758,14.118,5746,0.99,1.02,4.41,0.02,,22.18329658,,,
Transit,2016,Space,747,14.528,5612,0.95,0.91,4.5,-0.01,,7.65880414,,,
Transit,2016,Space,852,14.72,5710,0.97,0.95,4.47,0,,9.37891944,,,
Transit,2016,Space,698,14.424,5672,0.99,0.97,4.46,0.09,,29.91136794,,,
Transit,2016,Space,549,14.885,4984,0.78,0.73,4.61,-0.14,,25.69578251,,,
Transit,2016,Space,568,14.411,5334,0.87,0.83,4.54,-0.03,,1.6168837,,,
Transit,2016,Space,663,14.272,5636,0.99,0.96,4.47,0.13,,9.66857723,,,
Transit,2012,Space,1562,14.82,6099,,1.13,4.37,,,10.2184954,,,441.77
Transit,2012,Space,1562,14.82,6099,,1.13,4.37,,,15.5741568,,,696.02
Transit,2014,Space,1562,14.82,6099,,1.13,4.37,,,40.101371,0.236,,
Transit,2016,Space,333,15,4298,0.67,0.64,4.66,-0.06,,8.22241966,,,
Transit,2016,Space,833,14.56,5772,1,1,4.44,0.03,,40.6069821,,,
Transit,2016,Space,751,14.915,5564,0.93,0.91,4.49,0.01,,18.49235668,,,
Transit,2016,Space,805,14.825,5523,0.94,0.91,4.5,0.07,,6.5100253,,,
Transit,2016,Space,1445,14.856,6195,1.17,1.24,4.31,0.02,,35.1810304,,,
Transit,2016,Space,604,14.034,5593,0.96,0.93,4.49,0.03,,2.75235975,,,
Transit,2016,Space,707,14.427,5575,0.94,0.92,4.5,0,,2.10472218,,,
Transit,2016,Space,852,14.909,5549,0.92,0.89,4.51,-0.05,,10.94027841,,,
Transit,2016,Space,972,14.708,5835,1.01,1,4.44,0,,4.22162536,,,
Transit,2016,Space,643,14.68,5296,0.88,0.83,4.55,0.01,3.9,16.54964934,,,
Transit,2012,Space,1021,14.307,6074,1.04,0.94,4.51,,,11.8681707,,,651.52
Transit,2012,Space,1021,14.307,6074,1.04,0.94,4.51,,,17.9801235,,,435.41
Transit,2016,Space,986,14.434,6000,1.1,1.15,4.35,0.07,,5.85296257,,,
Transit,2016,Space,793,14.499,5677,0.97,0.94,4.48,0.01,,81.1694299,,,
Transit,2016,Space,1034,14.665,5913,1.04,1.04,4.42,-0.03,,2.82019241,,,
Transit,2016,Space,1016,14.56,5967,1.08,1.1,4.39,0.04,,21.21708973,,,
Transit,2016,Space,742,14.748,5485,0.91,0.87,4.52,-0.03,,13.64618192,,,
Transit,2016,Space,639,14.773,5247,0.87,0.83,4.54,0.08,,25.30292332,,,
Transit,2016,Space,1083,14.02,6267,1.21,1.32,4.27,0.03,,21.30022655,,,
Transit,2016,Space,660,14.07,5683,0.97,0.95,4.47,-0.01,,13.02365861,,,
Transit,2016,Space,686,14.759,5307,0.87,0.86,4.51,0.02,,3.70175428,,,
Transit,2016,Space,627,14.97,5127,0.83,0.79,4.57,-0.02,,15.65562652,,,
Transit,2009,Space,590,13.303,5647,1.21,1.39,4.24,0.34,3,3.2346996,0.04852,,212.31044
Transit,2012,Space,899,13.959,5905,1.04,1.26,,-0.09,,7.1334,,,4.19
Transit,2012,Space,899,13.959,5905,1.04,1.26,,-0.09,,8.9187,,,3.85
Transit,2012,Space,899,13.959,5905,1.04,1.26,,-0.09,,11.8981,,,4.16
Transit,2016,Space,624,14.721,5279,0.84,0.81,4.56,-0.09,,23.67517607,,,
Transit,2016,Space,429,14.005,5160,0.85,0.79,4.57,-0.02,0.9,5.37886844,,,
Transit,2016,Space,971,14.519,6062,1.08,1.13,4.37,-0.02,,15.28469497,,,
Transit,2016,Space,967,14.854,5808,1.01,1.01,4.43,0.03,,21.05358596,,,
Transit,2016,Space,967,14.854,5808,1.01,1.01,4.43,0.03,,127.9075774,,,
Transit,2016,Space,967,14.854,5808,1.01,1.01,4.43,0.03,,6.2171292,,,
Transit,2016,Space,981,14.718,5890,1.02,1.03,4.42,-0.02,,25.85501786,,,
Transit,2016,Space,570,14.14,5462,0.91,0.88,4.52,0.02,,3.38353807,,,
Transit,2016,Space,570,14.14,5462,0.91,0.88,4.52,0.02,,2.35895152,,,
Transit,2016,Space,1208,14.686,6161,1.13,1.22,4.32,0.01,,24.31575992,,,
Transit,2016,Space,500,14.405,5196,0.84,0.8,4.56,-0.02,,0.6381632,,,
Transit,2016,Space,926,14.684,5820,1,1.01,4.43,-0.02,,6.41251504,,,
Transit,2016,Space,1143,14.856,5971,1.09,1.14,4.36,0.06,,6.52121067,,,
Transit,2013,Space,314,14.995,4017,0.64,0.62,,0.03,,59.87756,,0.25,
Transit,2016,Space,1113,14.807,5943,1.1,1.13,4.37,0.12,,6.99692655,,,
Transit,2016,Space,1113,14.807,5943,1.1,1.13,4.37,0.12,,151.86392,,,
Transit,2016,Space,906,14.573,5761,1.01,1.01,4.43,0.06,,2.4370333,,,
Transit,2016,Space,932,14.911,5693,0.98,0.96,4.46,0.04,,3.72215641,,,
Transit,2016,Space,864,14.608,5723,0.98,0.96,4.47,-0.01,,15.77979614,,,
Transit,2016,Space,571,14.574,5268,0.85,0.81,4.55,-0.07,,14.03491514,,,
Transit,2016,Space,330,14.337,4655,0.73,0.69,4.62,-0.07,,10.35584657,,,
Transit,2016,Space,1019,14.957,5753,0.98,0.97,4.46,-0.02,,9.99761851,,,
Transit,2016,Space,1019,14.957,5753,0.98,0.97,4.46,-0.02,,90.4113556,,,
Transit,2016,Space,150,14.818,3712,0.51,0.48,4.77,-0.07,,1.68269615,,,
Transit,2016,Space,1115,14.827,5860,1.05,1.08,4.39,0.08,,3.59576964,,,
Transit,2016,Space,1111,14.697,5980,1.09,1.11,4.38,0.05,,5.4042722,,,
Transit,2016,Space,1111,14.697,5980,1.09,1.11,4.38,0.05,,1.20846503,,,
Transit,2013,Space,368,13.725,4925,0.69,0.64,4.68,-0.37,0.4,5.714932,0.0553,,9
Transit,2013,Space,368,13.725,4925,0.69,0.64,4.68,-0.37,0.4,12.4417,0.0929,,4
Transit,2013,Space,368,13.725,4925,0.69,0.64,4.68,-0.37,0.4,18.16406,0.12,,14
Transit,2013,Space,368,13.725,4925,0.69,0.64,4.68,-0.37,0.4,122.3874,0.427,,36
Transit,2013,Space,368,13.725,4925,0.69,0.64,4.68,-0.37,0.4,267.291,0.718,,35
Transit,2016,Space,1241,14.647,6155,1.15,1.22,4.33,0.03,,12.91375431,,,
Transit,2016,Space,389,14.915,4521,0.72,0.68,4.63,-0.02,,2.62811375,,,
Transit,2016,Space,259,14.672,4201,0.64,0.61,4.67,-0.09,,14.28226676,,,
Transit,2016,Space,811,14.959,5443,0.9,0.86,4.53,-0.03,,9.07097734,,,
Transit,2016,Space,731,13.49,6117,1.1,1.18,4.33,-0.06,,14.58649607,,,
Transit,2016,Space,502,13.307,5789,1.04,0.96,4.49,0.1,,7.75192492,,,
Transit,2016,Space,502,13.307,5789,1.04,0.96,4.49,0.1,,4.1653651,,,
Transit,2016,Space,690,13.946,5813,1.01,1.05,4.4,0.01,,14.48585199,,,
Transit,2016,Space,1143,13.949,6424,1.3,1.49,4.21,0.05,,40.6994443,,,
Transit,2016,Space,579,13.398,5721,1,1.28,4.22,0.04,,15.4580567,,,
Transit,2016,Space,383,13.359,5444,0.93,0.84,4.55,0.01,,7.2385854,,,
Transit,2013,Space,200,12.02,5576,0.98,0.9,4.52,0.05,5.6,9.4341505,0.08,0.45,120
Transit,2016,Space,657,13.871,5829,1.02,1.04,4.42,0.03,,161.4743937,,,
Transit,2016,Space,843,13.5,6185,1.24,1.33,4.28,0.23,,17.97979059,,,
Transit,2016,Space,349,13.332,5322,0.91,0.84,4.55,0.11,,30.99660733,,,
Transit,2016,Space,634,13.716,5899,1.02,1.15,4.32,-0.05,,8.50340718,,,
Transit,2016,Space,757,13.55,6075,1.03,1.24,4.26,-0.18,,5.16950177,,,
Transit,2016,Space,826,13.31,6174,1.33,1.51,4.2,0.41,,23.44971004,,,
Transit,2016,Space,341,13.653,5203,0.85,0.8,4.56,-0.02,,16.08066115,,,
Transit,2016,Space,1575,13.413,6096,1.64,2.56,3.84,0.38,,23.20584623,,,
Transit,2016,Space,426,13.532,5382,0.88,0.93,4.43,0.04,,6.07972888,,,
Transit,2016,Space,680,13.336,5896,1.14,1.29,4.27,0.23,,10.21420496,,,
Transit,2016,Space,538,13.721,5653,1.01,0.94,4.5,0.15,,22.24813967,,,
Transit,2016,Space,673,13.774,5713,1.02,1.13,4.33,0.15,,9.48961571,,,
Transit,2016,Space,1022,13.343,6570,1.4,1.66,4.14,0.06,,4.41745855,,,
Transit,2016,Space,1029,13.781,4908,1,2.52,3.64,0.13,,16.33889626,,,
Transit,2016,Space,1413,13.949,6747,1.49,1.81,4.09,0.08,,3.1739171,,,
Transit,2016,Space,901,13.992,6170,1.13,1.21,4.33,-0.01,,3.27582262,,,
Transit,2016,Space,513,13.766,5634,0.93,0.91,4.49,-0.07,,15.87364565,,,
Transit,2016,Space,789,13.965,6020,1.03,1.07,4.39,-0.14,,16.2254649,,,
Transit,2016,Space,665,13.939,5741,1.05,0.98,4.48,0.21,,17.4211749,,,
Transit,2016,Space,525,13.437,5871,0.97,0.94,4.48,-0.17,,29.90722674,,,
Transit,2012,Space,291,11.018,6211,1.25,1.41,4.23,0.17,10.4,2.15491,0.035,,
Transit,2012,Space,291,11.018,6211,1.25,1.41,4.23,0.17,10.4,5.859944,0.068,,
Transit,2012,Space,291,11.018,6211,1.25,1.41,4.23,0.17,10.4,8.13123,0.084,,
Transit,2016,Space,805,13.684,5849,1.08,1.35,4.21,0.13,,3.03214559,,,
Transit,2016,Space,537,13.94,5522,0.92,0.87,4.53,-0.04,,21.38521506,,,
Transit,2016,Space,423,13.393,5490,0.97,0.88,4.54,0.17,,4.18200253,,,
Transit,2016,Space,593,13.387,5665,1.02,1.19,4.29,0.23,,14.70748976,,,
Transit,2016,Space,593,13.387,5665,1.02,1.19,4.29,0.23,,0.90037648,,,
Transit,2016,Space,661,13.645,5865,1.04,1.11,4.36,0.04,,13.72465129,,,
Transit,2016,Space,783,13.489,6170,1.15,1.24,4.31,0,,46.4063358,,,
Transit,2016,Space,867,15.342,5281,0.86,0.82,4.56,-0.04,,1.26025909,,,
Transit,2016,Space,1244,15.344,5808,1.01,1.01,4.44,0.03,,24.54350418,,,
Transit,2016,Space,341,15.488,4103,0.63,0.6,4.68,-0.04,,1.28707676,,,
Transit,2016,Space,688,15.556,4870,0.79,0.74,4.6,0.02,,17.671796,,,
Transit,2013,Space,1107,15.3,5962,1.04,0.97,4.48,-0.2,,17.815815,0.1352,,
Transit,2016,Space,564,15.302,4779,0.75,0.71,4.61,-0.07,,9.27358194,,,
Transit,2016,Space,558,15.784,4483,0.7,0.67,4.64,-0.05,,6.02930132,,,
Transit,2016,Space,641,15.377,4897,0.79,0.74,4.6,-0.03,,21.67697486,,,
Transit,2016,Space,1030,15.861,5264,0.86,0.82,4.55,0.03,,4.99678284,,,
Transit,2016,Space,1386,15.509,5754,1.01,1.02,4.43,0.07,,2.52559332,,,
Transit,2016,Space,651,15.39,4913,0.79,0.74,4.6,-0.03,,16.01310205,,,
Transit,2016,Space,1330,15.395,5887,1.03,1.05,4.41,0.01,,4.49876092,,,
Transit,2016,Space,907,15.4,5327,0.91,0.87,4.53,0.15,,41.43962808,,,
Transit,2016,Space,877,15.317,5352,0.87,0.82,4.55,-0.06,,8.35390639,,,
Transit,2016,Space,1778,15.506,6038,1.15,1.2,4.34,0.14,,4.12554687,,,
Transit,2013,Space,1107,16.4,5331,0.86,0.78,4.59,-0.2,,15.7259,0.1171,,
Transit,2016,Space,980,15.052,5709,0.99,0.99,4.44,0.07,,2.81650485,,,
Transit,2016,Space,1139,15.356,5624,0.97,0.95,4.47,0.08,,4.28095859,,,
Transit,2016,Space,1011,15.172,5627,0.95,0.92,4.5,-0.01,,38.3774623,,,
Transit,2016,Space,978,15.523,5355,0.88,0.84,4.54,0,,3.72873109,,,
Transit,2016,Space,302,15.135,4192,0.6,0.57,4.69,-0.27,,2.24338185,,,
Transit,2016,Space,651,15.334,4945,0.79,0.75,4.6,-0.05,,2.33743801,,,
Transit,2016,Space,243,15.937,3701,0.51,0.49,4.77,-0.02,,11.59822172,,,
Transit,2016,Space,1180,15.312,5723,1,0.99,4.45,0.06,,6.57531678,,,
Transit,2016,Space,875,15.08,5520,0.94,0.91,4.5,0.07,,7.27503724,,,
Transit,2016,Space,968,15.505,5403,0.87,0.84,4.54,-0.09,,12.39358604,,,
Transit,2013,Space,135,9.99,5793,1.19,1.28,4.28,0.12,0.5,5.39876,,0,6.3566
Transit,2013,Space,135,9.99,5793,1.19,1.28,4.28,0.12,0.5,9.60504,,,7.2
RadialVelocity,2013,Ground,135,9.99,5793,1.19,1.28,4.28,0.12,0.5,625,,,267
Transit,2016,Space,1342,15.242,5890,1.08,1.11,4.38,0.13,,3.68992629,,,
Transit,2016,Space,666,15.234,5021,0.8,0.76,4.58,-0.04,,26.39435646,,,
Transit,2016,Space,951,15.14,5559,0.92,0.89,4.51,-0.05,,12.61190667,,,
Transit,2016,Space,976,15.026,5703,0.96,0.95,4.47,-0.03,,2.53918318,,,
Transit,2016,Space,1066,15.591,5493,0.89,0.86,4.53,-0.11,,6.77030201,,,
Transit,2016,Space,1145,15.001,5963,1.11,1.16,4.36,0.15,,1.6255222,,,
