pl_discmethod,pl_disc,pl_locale,ra,dec,st_glon,st_glat,st_elon,st_elat,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,st_sp,st_spstr,st_logg,st_lum,st_metfe,st_metratio,st_vsini,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmasse,pl_bmassprov,pl_rade,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag
Transit,2015,Space,293.732821,41.900829,74.942877,10.344678,309.804958,62.099663,279,11.411,Kepler-band,,0.97,1.47,,,,,,,,Kepler-449,c,2,33.6727,,0.05,,,2.764,1,0,0,0,0,0
Transit,2011,Space,292.8729,41.064261,73.887113,10.536517,307.928864,61.525524,333,16.88,V (Johnson),3820,0.59,0.55,6,M,4.7,,0.28,[Fe/H],,Kepler-45,b,1,2.455239,0.03,0.11,160.497,Mass,10.76,1,1,0,0,0,0
Transit,2015,Space,295.486509,51.0135,83.797175,13.416823,321.953552,69.89373,437,11.684,Kepler-band,,1.35,1.57,,,,,,,,Kepler-450,b,3,28.454851,,0.02,,,6.14,1,0,0,0,0,0
Transit,2015,Space,295.486509,51.0135,83.797175,13.416823,321.953552,69.89373,437,11.684,Kepler-band,,1.35,1.57,,,,,,,,Kepler-450,c,3,15.413135,,0.02,,,2.62,1,0,0,0,0,0
Transit,2015,Space,295.486509,51.0135,83.797175,13.416823,321.953552,69.89373,437,11.684,Kepler-band,,1.35,1.57,,,,,,,,Kepler-450,d,3,7.51464,,0.14,,,0.837,1,0,0,0,0,0
Transit,2015,Space,296.003688,44.277561,77.864555,9.987792,315.111161,63.7005,548,13.426,Kepler-band,5757,1.04,1.11,4.2,G2,4.32,,0.21,[Fe/H],,Kepler-452,b,1,384.843,1.046,,,,1.63,1,0,0,0,0,0
Transit,2015,Space,283.241297,46.378471,76.067074,19.026312,295.711251,68.639041,,13.552,Kepler-band,5527,0.94,0.83,,,4.57,,0.09,[m/H],1.9,Kepler-453,b,1,240.503,0.7903,0.0359,16,Mass,6.204,1,1,0,0,0,1
Transit,2015,Space,287.478529,38.228866,69.440812,13.053777,298.130731,59.972666,233,11.57,V (Johnson),5701,0.85,1.05,,,4.37,,0.27,[Fe/H],2.4,Kepler-454,b,2,10.57,,0,6.3566,Mass,2.354,1,1,0,0,0,0
Radial Velocity,2015,Ground,287.478529,38.228866,69.440812,13.053777,298.130731,59.972666,233,11.57,V (Johnson),5701,0.85,1.05,,,4.37,,0.27,[Fe/H],2.4,Kepler-454,c,2,523.9,,0.0214,1417.5218,Msini,,0,1,0,0,0,0
Transit,2016,Space,297.045421,46.328701,80.050762,10.323861,318.627287,65.266468,,13.955,Kepler-band,6065,0.98,1.03,,,4.42,,-0.28,[Fe/H],,KIC 9663113,c,2,20.74028413,,,,,4.2,1,0,0,0,0,0
Transit,2012,Space,289.268744,42.604176,74.113752,13.623742,303.411215,63.82519,855,15.262,Kepler-band,5309,,0.79,,,4.58,,,,,Kepler-46,b,3,33.60134,0.1968,0.01,1907,Mass,9.057,1,0,0,0,0,0
Transit Timing Variations,2012,Space,289.268744,42.604176,74.113752,13.623742,303.411215,63.82519,855,15.262,Kepler-band,5309,,0.79,,,4.58,,,,,Kepler-46,c,3,57.011,0.2799,0.0146,119.499,Mass,,1,0,0,0,0,0
Transit,2014,Space,289.268744,42.604176,74.113752,13.623742,303.411215,63.82519,855,15.262,Kepler-band,5309,,0.79,,,4.58,,,,,Kepler-46,d,3,6.766589,0.067,,,,1.64,1,0,0,0,0,0
Transit,2016,Space,288.474857,40.651357,72.033157,13.354994,300.940084,62.120517,848,13.771,Kepler-band,6340,1.07,1.24,,,4.16,,-0.38,[Fe/H],,KIC 5437945,c,2,220.1303357,,,,,5.52,1,0,0,0,0,0
Transit,2016,Space,292.249069,46.164867,78.356225,13.200326,311.044656,66.462053,468,13.704,Kepler-band,5634,0.98,0.91,,,4.51,,0.04,[Fe/H],,Kepler-461,b,1,8.31378306,,,,,2.58,1,0,0,0,0,0
Transit,2016,Space,299.821155,43.814274,78.828612,7.373558,320.198914,62.155308,733,11.642,Kepler-band,7070,1.59,2.04,,,4.02,,-0.06,[Fe/H],,Kepler-462,b,1,84.6879808,,,,,3.77,1,0,0,0,0,0
Transit,2016,Space,298.937046,44.85791,79.4121,8.448273,319.921562,63.368941,336,12.87,Kepler-band,5661,0.87,0.9,,,4.47,,-0.28,[Fe/H],,Kepler-463,b,1,8.98101683,,,,,3.05,1,0,0,0,0,0
Transit,2016,Space,294.835173,48.982361,81.741122,12.876345,318.215495,68.304592,653,12.702,Kepler-band,5933,1.21,1.59,,,4.11,,0.19,[Fe/H],,Kepler-464,b,1,7.25696522,,,,,3.3,1,0,0,0,0,0
Transit,2016,Space,284.55572,46.063828,76.086559,18.064193,297.873015,68.099448,587,12.663,Kepler-band,6310,1.23,1.29,,,4.31,,0.09,[Fe/H],,Kepler-465,b,1,9.94067247,,,,,2.95,1,0,0,0,0,0
Transit,2016,Space,295.648711,48.495564,81.547137,12.177092,318.904393,67.627807,436,12.772,Kepler-band,5927,1.04,1.05,,,4.42,,-0.01,[Fe/H],,Kepler-466,b,2,51.07926307,,,,,2.85,1,0,0,0,0,0
Transit,2016,Space,295.648711,48.495564,81.547137,12.177092,318.904393,67.627807,436,12.772,Kepler-band,5927,1.04,1.05,,,4.42,,-0.01,[Fe/H],,Kepler-466,c,2,3.70921385,,,,,1.25,1,0,0,0,0,0
Transit,2016,Space,287.362816,38.649619,69.796216,13.309716,298.156464,60.40288,458,12.377,Kepler-band,5809,1.05,1.37,,,4.18,,0.06,[Fe/H],,Kepler-467,b,1,24.99324193,,,,,2.25,1,0,0,0,0,0
Transit,2016,Space,288.90224,49.370487,80.432995,16.562232,308.697755,70.281327,474,13.779,Kepler-band,5498,0.96,0.87,,,4.54,,0.1,[Fe/H],,Kepler-468,b,1,38.47875707,,,,,13.34,1,0,0,0,0,0
Transit,2012,Space,295.297916,46.920467,80.007097,11.66124,316.598993,66.31479,1500,15.178,Kepler-band,5636,1.05,0.96,,,4.49,-0.076,-0.25,[m/H],4.1,Kepler-47,b,2,49.532,0.2962,0.035,636,Mass,3.03,1,1,0,0,0,1
Transit,2012,Space,295.297916,46.920467,80.007097,11.66124,316.598993,66.31479,1500,15.178,Kepler-band,5636,1.05,0.96,,,4.49,-0.076,-0.25,[m/H],4.1,Kepler-47,c,2,303.137,0.991,0.411,8899,Mass,4.62,1,1,0,0,0,1
Transit,2016,Space,297.00944,50.372314,83.668156,12.26533,323.417522,68.856423,989,13.224,Kepler-band,6613,1.4,1.66,,,4.14,,0.04,[Fe/H],,Kepler-470,b,1,24.66919569,,,,,14.44,1,0,0,0,0,0
Transit,2016,Space,299.09754,43.497593,78.284599,7.662502,318.898651,62.086704,1373,13.797,Kepler-band,6733,1.49,1.8,,,4.1,,0.07,[Fe/H],,Kepler-471,b,1,5.01423457,,,,,14.96,1,0,0,0,0,0
Transit,2016,Space,296.524306,39.249776,73.60063,7.220329,312.003273,58.88228,302,13.698,Kepler-band,4996,0.85,0.78,,,4.59,,0.16,[Fe/H],,Kepler-472,b,1,4.17625551,,,,,3.22,1,0,0,0,0,0
Transit,2016,Space,286.630094,38.945605,69.835208,13.951802,297.168727,60.825753,641,13.397,Kepler-band,5816,1.06,1.34,,,4.21,,0.12,[Fe/H],,Kepler-473,b,1,14.55731705,,,,,4.08,1,0,0,0,0,0
Transit,2016,Space,292.321516,43.881168,76.272501,12.158524,309.169313,64.315179,568,13.494,Kepler-band,5785,0.99,1.08,,,4.36,,-0.01,[Fe/H],,Kepler-474,b,1,5.66067294,,,,,3.06,1,0,0,0,0,0
Transit,2016,Space,287.051707,40.211542,71.16459,14.164421,298.464721,61.976183,280,13.341,Kepler-band,5009,0.86,0.79,,,4.58,,0.21,[Fe/H],,Kepler-475,b,1,3.10550819,,,,,2.49,1,0,0,0,0,0
Transit,2016,Space,295.163817,43.963047,77.294056,10.371371,313.58312,63.644056,687,13.837,Kepler-band,5837,1.03,1.09,,,4.38,,0.04,[Fe/H],,Kepler-476,b,1,14.00640607,,,,,3.08,1,0,0,0,0,0
Transit,2016,Space,288.067594,42.355367,73.506215,14.330203,301.324904,63.842761,367,13.536,Kepler-band,5240,0.87,0.79,,,4.58,,-0.04,[Fe/H],,Kepler-477,b,1,11.11990653,,,,,2.07,1,0,0,0,0,0
Transit,2016,Space,292.486944,46.196213,78.458489,13.065451,311.455799,66.428674,420,13.938,Kepler-band,5210,0.85,0.8,,,4.56,,-0.03,[Fe/H],,Kepler-478,b,1,13.2217576,,,,,2.71,1,0,0,0,0,0
Transit,2016,Space,291.021852,37.769803,70.241253,10.334985,303.199129,58.8101,371,13.575,Kepler-band,5247,0.86,0.81,,,4.56,,-0.02,[Fe/H],,Kepler-479,b,1,12.49341307,,,,,2.12,1,0,0,0,0,0
Transit,2012,Space,299.139212,40.94902,76.089985,6.339012,316.866194,59.736939,,13.04,Kepler-band,5194,0.88,0.89,,,4.49,,0.17,[Fe/H],0.5,Kepler-48,b,4,4.778,,,3.94,Mass,1.88,1,1,0,0,0,0
Transit,2012,Space,299.139212,40.94902,76.089985,6.339012,316.866194,59.736939,,13.04,Kepler-band,5194,0.88,0.89,,,4.49,,0.17,[Fe/H],0.5,Kepler-48,c,4,9.67395,,,14.61,Mass,2.71,1,1,0,0,0,0
Transit,2014,Space,299.139212,40.94902,76.089985,6.339012,316.866194,59.736939,,13.04,Kepler-band,5194,0.88,0.89,,,4.49,,0.17,[Fe/H],0.5,Kepler-48,d,4,42.8961,,,7.93,Mass,2.04,1,1,0,0,0,0
Radial Velocity,2014,Ground,299.139212,40.94902,76.089985,6.339012,316.866194,59.736939,,13.04,Kepler-band,5194,0.88,0.89,,,4.49,,0.17,[Fe/H],0.5,Kepler-48,e,4,982,,,657,Mass,,0,1,0,0,0,0
Transit,2016,Space,294.4639,49.765047,82.349403,13.442214,318.608307,69.111248,806,13.273,Kepler-band,6322,1.25,1.34,,,4.28,,0.11,[Fe/H],,Kepler-480,b,1,4.9195838,,,,,2.78,1,0,0,0,0,0
Transit,2016,Space,291.907032,49.262054,81.144857,14.724246,313.77612,69.394042,713,13.844,Kepler-band,5802,1.01,1.09,,,4.36,,0.03,[Fe/H],,Kepler-481,b,1,10.06082567,,,,,2.5,1,0,0,0,0,0
Transit,2016,Space,296.822898,48.107555,81.569087,11.305223,320.24767,66.926764,290,13.779,Kepler-band,4871,0.75,0.72,,,4.6,,-0.13,[Fe/H],2.6,Kepler-482,b,1,56.35418576,,,,,2.36,1,0,0,0,0,0
Transit,2016,Space,291.646758,41.884663,74.217483,11.724757,306.635212,62.597794,953,13.432,Kepler-band,6346,1.28,1.47,,,4.21,,0.09,[Fe/H],,Kepler-483,b,1,30.229104,,,,,3.21,1,0,0,0,0,0
Transit,2016,Space,284.394304,46.249081,76.227723,18.233977,297.716482,68.307876,377,13.024,Kepler-band,5668,0.96,0.87,,,4.54,,-0.1,[Fe/H],,Kepler-484,b,1,10.04556931,,,,,2.28,1,0,0,0,0,0
Transit,2016,Space,294.996313,50.470066,83.15476,13.450281,320.404416,69.571836,1173,14.952,Kepler-band,5958,1.07,1.09,,,4.39,,0.04,[Fe/H],,Kepler-485,b,1,3.2432598,,,,,14.41,1,0,0,0,0,0
Transit,2016,Space,284.879964,49.266994,79.335369,18.968713,301.153577,71.100679,428,14.388,Kepler-band,4926,0.79,0.75,,,4.6,,-0.04,[Fe/H],,Kepler-486,b,1,30.36044667,,,,,11,1,0,0,0,0,0
Transit,2016,Space,295.287222,41.22197,74.885001,8.999224,311.602825,61.059664,835,14.991,Kepler-band,5444,0.91,0.88,,,4.51,,0,[Fe/H],,Kepler-487,b,2,15.3587684,,,,,11.42,1,0,0,0,0,0
Transit,2016,Space,295.287222,41.22197,74.885001,8.999224,311.602825,61.059664,835,14.991,Kepler-band,5444,0.91,0.88,,,4.51,,0,[Fe/H],,Kepler-487,c,2,38.6519976,,,,,2.68,1,0,0,0,0,0
Transit,2016,Space,282.966173,48.34507,77.970104,19.852104,296.658599,70.586746,1157,14.804,Kepler-band,5970,1.07,1.09,,,4.39,,0.03,[Fe/H],,Kepler-488,b,1,3.12082923,,,,,15.79,1,0,0,0,0,0
Transit,2016,Space,290.833158,38.184334,70.551941,10.652213,303.143742,59.249584,379,14.018,Kepler-band,5014,0.82,0.76,,,4.59,,0,[Fe/H],,Kepler-489,b,1,17.27629612,,,,,7.72,1,0,0,0,0,0
Transit,2012,Space,292.294579,40.591801,73.257266,10.713975,306.748783,61.217247,306,15.264,Kepler-band,4252,,0.56,6.1,M1 V,4.73,,,,,Kepler-49,b,4,7.2037945,,,311.46,Mass,2.72,1,0,0,0,0,0
Transit,2012,Space,292.294579,40.591801,73.257266,10.713975,306.748783,61.217247,306,15.264,Kepler-band,4252,,0.56,6.1,M1 V,4.73,,,,,Kepler-49,c,4,10.9129343,,,228.83,Mass,2.55,1,0,0,0,0,0
Transit,2014,Space,292.294579,40.591801,73.257266,10.713975,306.748783,61.217247,306,15.264,Kepler-band,4252,,0.56,6.1,M1 V,4.73,,,,,Kepler-49,d,4,2.576549,0.031,,,,1.6,1,0,0,0,0,0
Transit,2014,Space,292.294579,40.591801,73.257266,10.713975,306.748783,61.217247,306,15.264,Kepler-band,4252,,0.56,6.1,M1 V,4.73,,,,,Kepler-49,e,4,18.596108,0.116,,,,1.56,1,0,0,0,0,0
Transit,2016,Space,295.025677,46.956005,79.952092,11.842664,316.21596,66.42544,1249,14.879,Kepler-band,6045,1.08,1.12,,,4.37,,-0.02,[Fe/H],,Kepler-490,b,1,3.26869515,,,,,11.65,1,0,0,0,0,0
Transit,2016,Space,287.130575,42.350155,73.215344,14.962926,299.805832,64.027288,657,14.014,Kepler-band,5582,1.04,1.03,,,4.42,,0.37,[Fe/H],,Kepler-491,b,1,4.22538451,,,,,8.92,1,0,0,0,0,0
Transit,2016,Space,295.496656,42.537888,76.133504,9.486481,312.904896,62.231721,642,14.518,Kepler-band,5527,0.94,0.91,,,4.5,,0.07,[Fe/H],,Kepler-492,b,1,11.72012266,,,,,9.59,1,0,0,0,0,0
Transit,2016,Space,295.30754,38.881639,72.813729,7.868001,310.042925,58.853253,1942,14.996,Kepler-band,6457,1.36,1.54,,,4.19,,0.11,[Fe/H],,Kepler-493,b,1,3.00387658,,,,,15.13,1,0,0,0,0,0
Transit,2016,Space,297.214089,41.664039,75.982323,7.948658,314.710502,60.947353,862,14.153,Kepler-band,6007,1.1,1.26,,,4.28,,0.02,[Fe/H],,Kepler-494,b,1,8.02511821,,,,,7.14,1,0,0,0,0,0
Transit,2016,Space,285.930707,39.098134,69.755226,14.510811,296.151406,61.099033,630,14.622,Kepler-band,5346,0.86,0.83,,,4.55,,-0.07,[Fe/H],,Kepler-495,b,1,3.41303622,,,,,5.23,1,0,0,0,0,0
Transit,2016,Space,291.640896,41.241049,73.62563,11.445299,306.189401,61.988451,655,14.817,Kepler-band,5293,0.86,0.82,,,4.55,,-0.03,[Fe/H],,Kepler-496,b,1,8.30864937,,,,,2.32,1,0,0,0,0,0
Transit,2016,Space,290.765882,38.927952,71.207818,11.027418,303.454447,59.978309,1070,14.72,Kepler-band,5834,1.09,1.11,,,4.39,,0.24,[Fe/H],,Kepler-497,b,1,3.57320367,,,,,6.04,1,0,0,0,0,0
Transit,2016,Space,290.358128,44.518753,76.243376,13.703452,306.565359,65.394091,746,14.283,Kepler-band,5744,0.98,0.96,,,4.47,,-0.04,[Fe/H],,Kepler-498,b,1,9.61375356,,,,,3.03,1,0,0,0,0,0
Transit,2016,Space,295.109945,43.915207,77.232628,10.383311,313.461379,63.614569,523,14.353,Kepler-band,5312,0.87,0.83,,,4.55,,0,[Fe/H],,Kepler-499,b,1,5.63252845,,,,,2.17,1,0,0,0,0,0
Transit,2009,Space,299.407009,44.035046,78.866355,7.742768,319.818206,62.481556,898,13.369,Kepler-band,6297,1.37,1.79,,,3.96,,0.04,[Fe/H],4.8,Kepler-5,b,1,3.5484657,0.0538,,670.93913,Mass,15.984,1,1,0,0,1,0
Transit,2012,Space,288.100873,50.033718,80.870024,17.29277,308.014597,71.092165,255,10.421,Kepler-band,6225,1.24,1.58,,,4.13,,0.03,[Fe/H],,Kepler-50,b,2,7.81254,0.077,,,,1.71,1,0,0,0,0,0
Transit,2012,Space,288.100873,50.033718,80.870024,17.29277,308.014597,71.092165,255,10.421,Kepler-band,6225,1.24,1.58,,,4.13,,0.03,[Fe/H],,Kepler-50,c,2,9.37647,0.087,,,,2.17,1,0,0,0,0,0
Transit,2016,Space,295.951366,43.852051,77.46636,9.818668,314.660849,63.323491,747,14.176,Kepler-band,5813,1.02,1.03,,,4.42,,0.03,[Fe/H],,Kepler-500,b,1,8.5083244,,,,,2.58,1,0,0,0,0,0
Transit,2016,Space,297.201554,41.730206,76.035843,7.989356,314.74375,61.012203,1044,14.762,Kepler-band,5904,1.03,1.04,,,4.42,,-0.03,[Fe/H],,Kepler-501,b,1,5.64067757,,,,,4.3,1,0,0,0,0,0
Transit,2016,Space,291.08013,43.860203,75.855328,12.955712,307.201577,64.600743,1433,14.982,Kepler-band,6125,1.15,1.22,,,4.33,,0.05,[Fe/H],,Kepler-502,b,1,4.28686431,,,,,4.77,1,0,0,0,0,0
Transit,2016,Space,290.636484,38.707669,70.961086,11.021163,303.138493,59.79511,888,14.747,Kepler-band,5754,1.01,1.01,,,4.44,,0.09,[Fe/H],,Kepler-503,b,1,7.25844721,,,,,6.27,1,0,0,0,0,0
Transit,2016,Space,284.921843,45.972398,76.091551,17.794048,298.460984,67.942678,75,14.486,Kepler-band,3519,0.33,0.33,,,4.94,,-0.31,[Fe/H],,Kepler-504,b,1,9.54927542,,,,,1.59,1,0,0,0,0,0
Transit,2016,Space,287.858119,42.542629,73.61896,14.547082,301.106054,64.06575,222,15.108,Kepler-band,3931,0.55,0.53,,,4.73,,-0.19,[Fe/H],,Kepler-505,b,1,27.52197994,,,,,2.6,1,0,0,0,0,0
Transit,2016,Space,284.635187,40.719832,70.905733,16.055352,294.859281,62.901699,231,10.868,Kepler-band,6236,1.19,1.19,,,4.36,,0.09,[Fe/H],,Kepler-506,b,1,6.8834055,,,,,2.73,1,0,0,0,0,0
Transit,2016,Space,297.018834,50.408981,83.704171,12.277241,323.482884,68.88515,410,11.994,Kepler-band,6113,1.16,1.32,,,4.26,,0.06,[Fe/H],,Kepler-507,b,1,3.56809693,,,,,1.3,1,0,0,0,0,0
Transit,2016,Space,295.40435,42.981423,76.497299,9.756048,313.123173,62.668899,325,11.472,Kepler-band,6025,1.16,1.25,,,4.3,,0.18,[Fe/H],,Kepler-508,b,1,25.30889748,,,,,1.64,1,0,0,0,0,0
Transit,2016,Space,289.664398,48.706207,79.998592,15.843289,309.302728,69.476596,339,11.854,Kepler-band,6060,1.1,1.2,,,4.32,,0.01,[Fe/H],,Kepler-509,b,1,41.74600392,,,,,2.49,1,0,0,0,0,0
Transit,2012,Space,296.479776,49.937683,83.112583,12.362516,322.010937,68.646141,1013,14.669,Kepler-band,6018,1.04,0.94,,,4.51,,,,,Kepler-51,b,3,45.154,0.2514,0.04,2.1,Mass,7.1,1,0,0,0,0,0
Transit,2012,Space,296.479776,49.937683,83.112583,12.362516,322.010937,68.646141,1013,14.669,Kepler-band,6018,1.04,0.94,,,4.51,,,,,Kepler-51,c,3,85.312,0.384,0.014,4,Mass,9,1,0,0,0,0,0
Transit,2014,Space,296.479776,49.937683,83.112583,12.362516,322.010937,68.646141,1013,14.669,Kepler-band,6018,1.04,0.94,,,4.51,,,,,Kepler-51,d,3,130.194,0.509,0.008,7.6,Mass,9.7,1,0,0,0,0,0
Transit,2016,Space,287.655008,39.24428,70.449317,13.346993,298.902753,60.924016,378,11.947,Kepler-band,5746,0.91,1.41,,,4.09,,-0.35,[Fe/H],,Kepler-510,b,1,19.55659418,,,,,2.47,1,0,0,0,0,0
Transit,2016,Space,282.945693,47.574875,77.191695,19.614311,296.019678,69.847394,448,12.747,Kepler-band,5770,1,1.2,,,4.28,,0.01,[Fe/H],,Kepler-511,b,1,296.637865,,,,,6.35,1,0,0,0,0,0
Transit,2016,Space,298.26896,48.91674,82.760983,10.853314,323.39427,67.188016,531,12.674,Kepler-band,5997,1.17,1.3,,,4.28,,0.22,[Fe/H],,Kepler-512,b,1,34.43587975,,,,,2.69,1,0,0,0,0,0
Transit,2016,Space,285.041686,50.075375,80.177608,19.143893,302.28721,71.83187,467,12.935,Kepler-band,5849,1.02,1.06,,,4.39,,-0.01,[Fe/H],,Kepler-513,b,1,28.86235584,,,,,2.2,1,0,0,0,0,0
Transit,2016,Space,286.247188,50.242409,80.623722,18.476034,304.79056,71.72383,489,12.182,Kepler-band,6106,1.28,1.44,,,4.23,,0.36,[Fe/H],,Kepler-514,b,1,5.65179605,,,,,1.72,1,0,0,0,0,0
Transit,2016,Space,290.493913,52.055611,83.423679,16.671891,315.069242,72.296894,255,12.713,Kepler-band,5293,0.9,0.83,,,4.55,,0.08,[Fe/H],,Kepler-515,b,1,19.96371318,,,,,1.46,1,0,0,0,0,0
Transit,2016,Space,295.608779,38.735736,72.798698,7.592015,310.377409,58.638142,777,12.059,Kepler-band,7099,1.62,2.02,,,4.04,,0.01,[Fe/H],,Kepler-516,b,1,24.85462415,,,,,5.74,1,0,0,0,0,0
Transit,2016,Space,293.675335,41.295348,74.376339,10.104667,309.285033,61.54452,284,12.193,Kepler-band,5690,0.95,0.98,,,4.43,,-0.06,[Fe/H],,Kepler-517,b,1,60.92832271,,,,,2.67,1,0,0,0,0,0
Transit,2016,Space,287.089972,41.373873,72.276098,14.603344,299.16381,63.093293,324,12.549,Kepler-band,5842,0.96,0.88,,,4.53,,-0.23,[Fe/H],,Kepler-518,b,1,8.51203588,,,,,2.11,1,0,0,0,0,0
Transit,2016,Space,299.319538,41.384647,76.536517,6.445216,317.452491,60.085944,234,12.63,Kepler-band,5260,0.89,0.8,,,4.58,,0.01,[Fe/H],,Kepler-519,b,1,24.3078946,,,,,2.1,1,0,0,0,0,0
Transit,2012,Space,286.738033,49.97575,80.478237,18.087296,305.419065,71.362427,336,15.095,Kepler-band,4263,,0.56,6,M0 V,4.73,,,,,Kepler-52,b,3,7.8773565,,,2765,Mass,2.1,1,0,0,0,0,0
Transit,2012,Space,286.738033,49.97575,80.478237,18.087296,305.419065,71.362427,336,15.095,Kepler-band,4263,,0.56,6,M0 V,4.73,,,,,Kepler-52,c,3,16.3850021,,,3308.41,Mass,1.84,1,0,0,0,0,0
Transit,2014,Space,286.738033,49.97575,80.478237,18.087296,305.419065,71.362427,336,15.095,Kepler-band,4263,,0.56,6,M0 V,4.73,,,,,Kepler-52,d,3,36.445171,0.182,,,,1.95,1,0,0,0,0,0
Transit,2016,Space,293.180322,41.617763,74.495381,10.582025,308.773821,61.972389,492,12.797,Kepler-band,6112,1.1,1.09,,,4.41,,-0.03,[Fe/H],,Kepler-520,b,2,19.67416124,,,,,1.66,1,0,0,0,0,0
Transit,2016,Space,293.180322,41.617763,74.495381,10.582025,308.773821,61.972389,492,12.797,Kepler-band,6112,1.1,1.09,,,4.41,,-0.03,[Fe/H],,Kepler-520,c,2,5.21104261,,,,,1.07,1,0,0,0,0,0
Transit,2016,Space,298.816376,43.998039,78.617214,8.090455,318.948118,62.626308,737,12.885,Kepler-band,6406,1.34,1.46,,,4.24,,0.25,[Fe/H],,Kepler-521,b,1,22.20813214,,,,,3.18,1,0,0,0,0,0
Transit,2016,Space,288.153996,44.068821,75.154606,14.95983,302.623123,65.464901,749,12.211,Kepler-band,6392,1.54,1.98,,,4.04,,0.41,[Fe/H],,Kepler-522,b,1,38.58422849,,,,,6.91,1,0,0,0,0,0
Transit,2016,Space,284.06113,45.506855,75.410322,18.191266,296.602844,67.651827,270,12.465,Kepler-band,5515,0.93,0.86,,,4.54,,-0.03,[Fe/H],,Kepler-523,b,1,5.83598311,,,,,1.96,1,0,0,0,0,0
Transit,2016,Space,296.859217,49.162048,82.529336,11.782073,321.584523,67.847867,730,13.928,Kepler-band,6014,1.09,1.1,,,4.39,,0.02,[Fe/H],,Kepler-524,b,2,7.97419807,,,,,1.91,1,0,0,0,0,0
Transit,2016,Space,296.859217,49.162048,82.529336,11.782073,321.584523,67.847867,730,13.928,Kepler-band,6014,1.09,1.1,,,4.39,,0.02,[Fe/H],,Kepler-524,c,2,1.88897906,,,,,0.96,1,0,0,0,0,0
Transit,2016,Space,296.183433,47.358761,80.688858,11.331736,318.427338,66.450492,566,13.497,Kepler-band,5573,0.95,1.15,,,4.29,,0.11,[Fe/H],,Kepler-525,b,1,18.68404933,,,,,2.63,1,0,0,0,0,0
Transit,2016,Space,297.650933,47.396294,81.204629,10.475931,320.675878,66.039844,504,13.046,Kepler-band,5894,1.15,1.14,,,4.38,,0.34,[Fe/H],,Kepler-526,b,1,5.45849832,,,,,1.99,1,0,0,0,0,0
Transit,2016,Space,290.957911,47.406284,79.129477,14.52661,310.143314,67.945546,901,13.39,Kepler-band,6388,1.28,1.45,,,4.22,,0.03,[Fe/H],,Kepler-527,b,1,13.28535633,,,,,2.84,1,0,0,0,0,0
Transit,2016,Space,295.684814,47.748081,80.880522,11.810856,318.096144,66.948138,711,13.936,Kepler-band,5807,1.01,1.06,,,4.39,,0.02,[Fe/H],4.5,Kepler-528,b,1,19.78297415,,,,,2.08,1,0,0,0,0,0
Transit,2016,Space,285.888369,47.880386,78.211162,17.859629,301.743749,69.574778,787,13.763,Kepler-band,6087,1.07,1.14,,,4.35,,-0.1,[Fe/H],,Kepler-529,b,2,1.98035766,,,,,1.86,1,0,0,0,0,0
Transit,2016,Space,285.888369,47.880386,78.211162,17.859629,301.743749,69.574778,787,13.763,Kepler-band,6087,1.07,1.14,,,4.35,,-0.1,[Fe/H],,Kepler-529,c,2,12.8345022,,,,,2,1,0,0,0,0,0
Transit,2012,Space,290.461775,40.562462,72.604749,11.950638,303.957385,61.61113,1235,15.386,Kepler-band,5858,0.98,0.89,,,4.53,,,,,Kepler-53,b,3,18.6489525,,,5851,Mass,2.89,1,0,0,0,0,0
Transit,2012,Space,290.461775,40.562462,72.604749,11.950638,303.957385,61.61113,1235,15.386,Kepler-band,5858,0.98,0.89,,,4.53,,,,,Kepler-53,c,3,38.5583038,,,5002.43,Mass,3.17,1,0,0,0,0,0
Transit,2014,Space,290.461775,40.562462,72.604749,11.950638,303.957385,61.61113,1235,15.386,Kepler-band,5858,0.98,0.89,,,4.53,,,,,Kepler-53,d,3,9.751962,0.091,,,,2.12,1,0,0,0,0,0
Transit,2016,Space,283.340288,48.549046,78.260793,19.683721,297.547295,70.715165,464,13.4,Kepler-band,5697,0.97,0.89,,,4.53,,-0.08,[Fe/H],,Kepler-530,b,1,39.30941904,,,,,3.01,1,0,0,0,0,0
Transit,2016,Space,286.524812,48.683601,79.158297,17.753123,303.663916,70.198192,254,13.34,Kepler-band,4893,0.78,0.75,,,4.58,,-0.03,[Fe/H],,Kepler-531,b,1,29.88485741,,,,,2.78,1,0,0,0,0,0
Transit,2016,Space,298.660915,48.606373,82.61409,10.476159,323.587204,66.791284,325,13.524,Kepler-band,5192,0.87,0.79,,,4.58,,0,[Fe/H],,Kepler-532,b,1,12.92491623,,,,,2.57,1,0,0,0,0,0
Transit,2016,Space,293.685736,48.825146,81.251901,13.483532,316.186585,68.499205,305,13.933,Kepler-band,4758,0.78,0.72,,,4.61,,0.01,[Fe/H],,Kepler-533,b,1,28.51120525,,,,,3.38,1,0,0,0,0,0
Transit,2016,Space,296.418559,49.540104,82.733507,12.212701,321.392903,68.317131,473,13.235,Kepler-band,5884,1.05,0.98,,,4.48,,0.01,[Fe/H],,Kepler-534,b,1,15.95994513,,,,,2.24,1,0,0,0,0,0
